content,name,url,year
福建省永安县西洋公社插队知青,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,1973-1975年
福建师范大学政教系政教专业学习,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,1975-1978年
福建师范大学党委办公室干部,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,1978-1983年
福建省委办公厅综合处干部、副处长,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,1983-1987年
福建省委办公厅正处级秘书,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,1987-1991年
福建省委政改办副主任,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,1991-1992年
福建省委党建办副主任、省委办公厅厅务会议成员,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,1992-1993年
福建省委办公厅副主任、厅务会议成员（其间：1994-1996年挂职任福建省三明市委副书记,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,1993-1996年
1996.03-1996.07中央党校地厅级干部培训班学习）,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,
福建省三明市委副书记,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,1996-1997年
（1994-1997年福建师范大学经济法律学院硕士研究生班学习）,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,
福建省三明市委副书记、副市长、市长,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,1997-1999年
浙江省衢州市委副书记、市长,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,1999-2002年
（1998-2001年福建师范大学经济法律学院政治经济学专业博士研究生班学习，获经济学博士学位）,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,
浙江省衢州市委书记、市人大常委会主任,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,2002-2004年
浙江省台州市委书记,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,2004-2007年
浙江省杭州市委副书记、市长,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,2007-2010年
浙江省委常委、组织部部长,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,2010-2013年
浙江省委常委、副省长,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,2013-2014年
中央国家安全委员会办公室副主任,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,2014-2015年
中央国家安全委员会办公室主持常务工作的副主任（正部长级）,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,2015-2016年
北京市委副书记、代市长、市长，北京2022年冬奥会和冬残奥会组织委员会执行主席、党组副书记,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,2016-2017年
北京市委书记，北京2022年冬奥会和冬残奥会组织委员会主席、党组书记,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,2017-2017年
中央政治局委员，北京市委书记，北京2022年冬奥会和冬残奥会组织委员会主席、党组书记,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,2017年
第十九届中央委员，十九届中央政治局委员。,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,
"截至2017年10月）
",蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,（人民网资料
曾任中宣部宣传局农村处副处级调研员，中宣部宣传局精神文明建设活动研究处处长、宣教局精神文明建设活动办公室主任、副局级调研员兼文明办主任，中央文明办协调组副组长、组长、未成年人思想道德建设工作组组长，中宣部副秘书长兼全国宣传干部培训中心主任、全国宣传干部学院常务副院长、党委书记，国家广电总局副局长、党组成员，中华全国新闻工作者协会副主席，国家新闻出版广电总局副局长、党组成员，北京市委常委、宣传部部长。,李伟,http://ldzl.people.com.cn/dfzlk/front/personPage5296.htm,
北京市人大常委会主任,李伟,http://ldzl.people.com.cn/dfzlk/front/personPage5296.htm,2017.01
"截至2018年1月）
",李伟,http://ldzl.people.com.cn/dfzlk/front/personPage5296.htm,（人民网资料
清华大学土木与环境工程系学习（1986.07毕业并获学士学位）,陈吉宁,http://ldzl.people.com.cn/dfzlk/front/personPage16776.htm,1981.09
1993年获英国帝国理工学院土木系博士学位,陈吉宁,http://ldzl.people.com.cn/dfzlk/front/personPage16776.htm,
英国帝国理工学院博士后,陈吉宁,http://ldzl.people.com.cn/dfzlk/front/personPage16776.htm,1992.12
英国帝国理工学院助理研究员,陈吉宁,http://ldzl.people.com.cn/dfzlk/front/personPage16776.htm,1994.12
回清华大学任教,陈吉宁,http://ldzl.people.com.cn/dfzlk/front/personPage16776.htm,1998年
清华大学环境科学与工程系主任,陈吉宁,http://ldzl.people.com.cn/dfzlk/front/personPage16776.htm,1999年
清华大学副校长,陈吉宁,http://ldzl.people.com.cn/dfzlk/front/personPage16776.htm,2006.02
清华大学常务副校长,陈吉宁,http://ldzl.people.com.cn/dfzlk/front/personPage16776.htm,2007.12
清华大学校长,陈吉宁,http://ldzl.people.com.cn/dfzlk/front/personPage16776.htm,2012.01
环境保护部党组书记,陈吉宁,http://ldzl.people.com.cn/dfzlk/front/personPage16776.htm,2015.01
中华人民共和国环境保护部部长,陈吉宁,http://ldzl.people.com.cn/dfzlk/front/personPage16776.htm,2015.02
北京市委副书记，市政府副市长、代市长,陈吉宁,http://ldzl.people.com.cn/dfzlk/front/personPage16776.htm,2017.05
北京市委副书记，市政府市长,陈吉宁,http://ldzl.people.com.cn/dfzlk/front/personPage16776.htm,2018.01
第十九届中央委员。,陈吉宁,http://ldzl.people.com.cn/dfzlk/front/personPage16776.htm,
"截至2018年1月）
",陈吉宁,http://ldzl.people.com.cn/dfzlk/front/personPage16776.htm,（人民网资料
　,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage4991.htm,曾任中国人民大学团委副书记、书记，中国人民大学党委常委、法律系党总支书记，共青团北京市委副书记、书记，北京市密云县委书记，北京市委常委、政法委书记，市政府副市长、党组成员，市委政法委副书记，市委常委、常务副市长、市政府党组副书记，北京市委副书记，市委政法委书记，市委党校校长、北京行政学院院长。
现任北京市政协主席、党组书记。　,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage4991.htm,
十八届中央候补委员，十一届全国人大代表。,吉林,http://ldzl.people.com.cn/dfzlk/front/personPage4991.htm,
"截至2018年1月）	
",吉林,http://ldzl.people.com.cn/dfzlk/front/personPage4991.htm,（人民网资料
福建省永安县西洋公社插队知青,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,1973-1975年
福建师范大学政教系政教专业学习,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,1975-1978年
福建师范大学党委办公室干部,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,1978-1983年
福建省委办公厅综合处干部、副处长,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,1983-1987年
福建省委办公厅正处级秘书,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,1987-1991年
福建省委政改办副主任,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,1991-1992年
福建省委党建办副主任、省委办公厅厅务会议成员,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,1992-1993年
福建省委办公厅副主任、厅务会议成员（其间：1994-1996年挂职任福建省三明市委副书记,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,1993-1996年
1996.03-1996.07中央党校地厅级干部培训班学习）,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,
福建省三明市委副书记,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,1996-1997年
（1994-1997年福建师范大学经济法律学院硕士研究生班学习）,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,
福建省三明市委副书记、副市长、市长,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,1997-1999年
浙江省衢州市委副书记、市长,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,1999-2002年
（1998-2001年福建师范大学经济法律学院政治经济学专业博士研究生班学习，获经济学博士学位）,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,
浙江省衢州市委书记、市人大常委会主任,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,2002-2004年
浙江省台州市委书记,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,2004-2007年
浙江省杭州市委副书记、市长,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,2007-2010年
浙江省委常委、组织部部长,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,2010-2013年
浙江省委常委、副省长,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,2013-2014年
中央国家安全委员会办公室副主任,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,2014-2015年
中央国家安全委员会办公室主持常务工作的副主任（正部长级）,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,2015-2016年
北京市委副书记、代市长、市长，北京2022年冬奥会和冬残奥会组织委员会执行主席、党组副书记,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,2016-2017年
北京市委书记，北京2022年冬奥会和冬残奥会组织委员会主席、党组书记,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,2017-2017年
中央政治局委员，北京市委书记，北京2022年冬奥会和冬残奥会组织委员会主席、党组书记,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,2017年
第十九届中央委员，十九届中央政治局委员。,蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,
"截至2017年10月）
",蔡奇,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,（人民网资料
清华大学土木与环境工程系学习（1986.07毕业并获学士学位）,陈吉宁,http://ldzl.people.com.cn/dfzlk/front/personPage16776.htm,1981.09
1993年获英国帝国理工学院土木系博士学位,陈吉宁,http://ldzl.people.com.cn/dfzlk/front/personPage16776.htm,
英国帝国理工学院博士后,陈吉宁,http://ldzl.people.com.cn/dfzlk/front/personPage16776.htm,1992.12
英国帝国理工学院助理研究员,陈吉宁,http://ldzl.people.com.cn/dfzlk/front/personPage16776.htm,1994.12
回清华大学任教,陈吉宁,http://ldzl.people.com.cn/dfzlk/front/personPage16776.htm,1998年
清华大学环境科学与工程系主任,陈吉宁,http://ldzl.people.com.cn/dfzlk/front/personPage16776.htm,1999年
清华大学副校长,陈吉宁,http://ldzl.people.com.cn/dfzlk/front/personPage16776.htm,2006.02
清华大学常务副校长,陈吉宁,http://ldzl.people.com.cn/dfzlk/front/personPage16776.htm,2007.12
清华大学校长,陈吉宁,http://ldzl.people.com.cn/dfzlk/front/personPage16776.htm,2012.01
环境保护部党组书记,陈吉宁,http://ldzl.people.com.cn/dfzlk/front/personPage16776.htm,2015.01
中华人民共和国环境保护部部长,陈吉宁,http://ldzl.people.com.cn/dfzlk/front/personPage16776.htm,2015.02
北京市委副书记，市政府副市长、代市长,陈吉宁,http://ldzl.people.com.cn/dfzlk/front/personPage16776.htm,2017.05
北京市委副书记，市政府市长,陈吉宁,http://ldzl.people.com.cn/dfzlk/front/personPage16776.htm,2018.01
第十九届中央委员。,陈吉宁,http://ldzl.people.com.cn/dfzlk/front/personPage16776.htm,
"截至2018年1月）
",陈吉宁,http://ldzl.people.com.cn/dfzlk/front/personPage16776.htm,（人民网资料
曾任北京电器研究所副所长、所长，北京变压器厂厂长，北京机电工业控股(集团)有限责任公司董事、副总经理、党委常委，北京京城机电控股有限责任公司董事、副总经理、党委常委，市经济委员会副主任、市委工业工委委员，市发展改革委副主任、党组成员、党组书记、市能源与经济运行办主任(兼)。,张工,http://ldzl.people.com.cn/dfzlk/front/personPage5373.htm,
北京市政府党组成员、副市长，市发展和改革委员会党组书记、主任,张工,http://ldzl.people.com.cn/dfzlk/front/personPage5373.htm,2012.09
北京市政府党组成员、副市长,张工,http://ldzl.people.com.cn/dfzlk/front/personPage5373.htm,2013.02
北京市政府党组成员、副市长，市政府国有资产监督管理委员会党委书记,张工,http://ldzl.people.com.cn/dfzlk/front/personPage5373.htm,2013.03
北京市委常委、市委秘书长，市政府党组成员、副市长，市政府国有资产监督管理委员会党委书记,张工,http://ldzl.people.com.cn/dfzlk/front/personPage5373.htm,2015.04
北京市委常委、市委秘书长，市政府党组成员、副市长,张工,http://ldzl.people.com.cn/dfzlk/front/personPage5373.htm,2015.05
北京市委常委、市委秘书长，市政府党组副书记、常务副市长,张工,http://ldzl.people.com.cn/dfzlk/front/personPage5373.htm,2017.02
北京市委常委，市政府党组副书记、常务副市长,张工,http://ldzl.people.com.cn/dfzlk/front/personPage5373.htm,2017.06
第十九届中央候补委员。,张工,http://ldzl.people.com.cn/dfzlk/front/personPage5373.htm,
"截至2017年10月）
",张工,http://ldzl.people.com.cn/dfzlk/front/personPage5373.htm,（人民网资料
1979年9月至1983年9月在太原工学院学习，毕业后在太原工学院、太原工业大学工作,阴和俊,http://ldzl.people.com.cn/dfzlk/front/personPage16605.htm,
1986年9月至1989年1月在西安电子科技大学攻读硕士研究生，毕业后在太原工业大学工作,阴和俊,http://ldzl.people.com.cn/dfzlk/front/personPage16605.htm,
1992年9月至1995年3月在中国科学院电子学所攻读博士研究生，毕业后在中国科学院电子学所工作，历任第三研究室副主任、所长助理兼第三研究室副主任、常务副所长、所长。,阴和俊,http://ldzl.people.com.cn/dfzlk/front/personPage16605.htm,
中国科学院高技术研究与发展局局长,阴和俊,http://ldzl.people.com.cn/dfzlk/front/personPage16605.htm,2006.07
中国科学院副院长、党组成员,阴和俊,http://ldzl.people.com.cn/dfzlk/front/personPage16605.htm,2008.01
科学技术部副部长、党组成员,阴和俊,http://ldzl.people.com.cn/dfzlk/front/personPage16605.htm,2015.11
北京市委常委,阴和俊,http://ldzl.people.com.cn/dfzlk/front/personPage16605.htm,2017.03
北京市委常委，市政府副市长、党组成员，中关村管委会党组书记（兼）,阴和俊,http://ldzl.people.com.cn/dfzlk/front/personPage16605.htm,2017.04
第十九届中央候补委员。,阴和俊,http://ldzl.people.com.cn/dfzlk/front/personPage16605.htm,
"截至2017年10月）
",阴和俊,http://ldzl.people.com.cn/dfzlk/front/personPage16605.htm,（人民网资料
武汉水利电力学院河流力学及治河工程系河流力学及治河工程专业学习,张硕辅,http://ldzl.people.com.cn/dfzlk/front/personPage6347.htm,1981.09
武汉水利电力学院河流力学及治河工程系水力学及河流动力学专业硕士研究生,张硕辅,http://ldzl.people.com.cn/dfzlk/front/personPage6347.htm,1985.07
湖南省水利水电厅洞庭湖水利工程局干部，计划综合科副科长、科长,张硕辅,http://ldzl.people.com.cn/dfzlk/front/personPage6347.htm,1988.06
湖南省水利水电厅洞庭湖水利工程局副局长,张硕辅,http://ldzl.people.com.cn/dfzlk/front/personPage6347.htm,1993.10
湖南省防汛抗旱指挥部办公室副主任(正处级),张硕辅,http://ldzl.people.com.cn/dfzlk/front/personPage6347.htm,1995.06
湖南省水利水电厅厅长助理,张硕辅,http://ldzl.people.com.cn/dfzlk/front/personPage6347.htm,1997.04
湖南省水利水电厅助理巡视员,张硕辅,http://ldzl.people.com.cn/dfzlk/front/personPage6347.htm,1998.04
湖南省水利厅副厅长、党组成员,张硕辅,http://ldzl.people.com.cn/dfzlk/front/personPage6347.htm,2000.04
益阳市委副书记,张硕辅,http://ldzl.people.com.cn/dfzlk/front/personPage6347.htm,2003.03
湖南省水利厅副厅长、党组副书记,张硕辅,http://ldzl.people.com.cn/dfzlk/front/personPage6347.htm,2005.10
湖南省水利厅厅长、党组书记,张硕辅,http://ldzl.people.com.cn/dfzlk/front/personPage6347.htm,2006.12
（2000.09-2007.09湖南大学环境科学与工程学院环境科学与工程专业在职研究生学习，获工学博士学位）,张硕辅,http://ldzl.people.com.cn/dfzlk/front/personPage6347.htm,
娄底市委副书记，市政府代市长、市长,张硕辅,http://ldzl.people.com.cn/dfzlk/front/personPage6347.htm,2008.03
永州市委书记,张硕辅,http://ldzl.people.com.cn/dfzlk/front/personPage6347.htm,2011.06
湖南省政府副省长，永州市委书记,张硕辅,http://ldzl.people.com.cn/dfzlk/front/personPage6347.htm,2013.01
湖南省政府副省长,张硕辅,http://ldzl.people.com.cn/dfzlk/front/personPage6347.htm,2013.03
云南省委常委、省纪委书记,张硕辅,http://ldzl.people.com.cn/dfzlk/front/personPage6347.htm,2015.04
北京市委常委、市纪委书记，市监察委员会主任,张硕辅,http://ldzl.people.com.cn/dfzlk/front/personPage6347.htm,2017.01
第十九届中央纪委委员。,张硕辅,http://ldzl.people.com.cn/dfzlk/front/personPage6347.htm,
"截至2018年1月）
",张硕辅,http://ldzl.people.com.cn/dfzlk/front/personPage6347.htm,（人民网资料
曾任新疆维吾尔自治区委办公厅秘书一处助理调研员，国家司法部办公厅部长办公室秘书、正处级秘书，北京市委办公厅正处级秘书，怀柔县委副书记、政法委书记，怀柔区委副书记、区委党校校长，怀柔区委副书记、副区长、代区长、区长，顺义区委副书记、副区长、代区长、区长、区委书记、北京市副市长。,张延昆,http://ldzl.people.com.cn/dfzlk/front/personPage5384.htm,
北京市委常委、政法委书记,张延昆,http://ldzl.people.com.cn/dfzlk/front/personPage5384.htm,2015.10
"截至2015年10月）
",张延昆,http://ldzl.people.com.cn/dfzlk/front/personPage5384.htm,（人民网资料
曾任共青团北京市东城区委副书记、书记，东城区副区长兼政府办主任，副区长、区委政法委副书记，东城区委常委、政法委副书记、常务副区长，市委台湾工作办公室(市政府台湾事务办公室)主任，大兴区委副书记、副区长、代区长(正局级)、区长、区委书记、市委经济技术开发区工委书记，北京市政府副市长。,林克庆,http://ldzl.people.com.cn/dfzlk/front/personPage5379.htm,
北京市委常委，市政府副市长,林克庆,http://ldzl.people.com.cn/dfzlk/front/personPage5379.htm,2016.11
北京市委常委、市委教育工委书记，市政府副市长,林克庆,http://ldzl.people.com.cn/dfzlk/front/personPage5379.htm,2016.12
北京市委常委、市委教育工委书记,林克庆,http://ldzl.people.com.cn/dfzlk/front/personPage5379.htm,2017.02
"截至2017年2月）
",林克庆,http://ldzl.people.com.cn/dfzlk/front/personPage5379.htm,（人民网资料
杭州大学（今浙江大学）法律系学习,杜飞进,http://ldzl.people.com.cn/dfzlk/front/personPage16637.htm,1980年
北京大学法律系研究生,杜飞进,http://ldzl.people.com.cn/dfzlk/front/personPage16637.htm,1984年
人民日报社理论部编辑,杜飞进,http://ldzl.people.com.cn/dfzlk/front/personPage16637.htm,1987年
人民日报社理论部经济组副组长,杜飞进,http://ldzl.people.com.cn/dfzlk/front/personPage16637.htm,1993年
人民日报社理论部经济组组长,杜飞进,http://ldzl.people.com.cn/dfzlk/front/personPage16637.htm,1997年
人民日报社理论部副主任,杜飞进,http://ldzl.people.com.cn/dfzlk/front/personPage16637.htm,1999年
人民日报社发行出版部主任（其间：2006.11获武汉大学宪法与行政法专业同等学力法学博士学位）,杜飞进,http://ldzl.people.com.cn/dfzlk/front/personPage16637.htm,2005年
人民日报社教科文部主任,杜飞进,http://ldzl.people.com.cn/dfzlk/front/personPage16637.htm,2008年
人民日报社政治文化部主任、新闻协调部主任（其间：2010年被中组部选派挂职上海世博会组委会任新闻中心第一副主任,杜飞进,http://ldzl.people.com.cn/dfzlk/front/personPage16637.htm,2009年
2011.09-2012.01中央党校中青年干部培训一班学习）,杜飞进,http://ldzl.people.com.cn/dfzlk/front/personPage16637.htm,
人民日报社副总编辑,杜飞进,http://ldzl.people.com.cn/dfzlk/front/personPage16637.htm,2014年
光明日报社总编辑,杜飞进,http://ldzl.people.com.cn/dfzlk/front/personPage16637.htm,2016年
北京市委常委、宣传部部长,杜飞进,http://ldzl.people.com.cn/dfzlk/front/personPage16637.htm,2017.04
"截至2017年5月）
",杜飞进,http://ldzl.people.com.cn/dfzlk/front/personPage16637.htm,（人民网资料
厦门大学计划统计系计划统计专业学习,魏小东,http://ldzl.people.com.cn/dfzlk/front/personPage4418.htm,1979.09
劳动人事部编制局干部,魏小东,http://ldzl.people.com.cn/dfzlk/front/personPage4418.htm,1983.08
劳动人事部编制局、人事部地编司干部,魏小东,http://ldzl.people.com.cn/dfzlk/front/personPage4418.htm,1987.01
人事部地编司副处长,魏小东,http://ldzl.people.com.cn/dfzlk/front/personPage4418.htm,1990.09
中央编办三司三处处长,魏小东,http://ldzl.people.com.cn/dfzlk/front/personPage4418.htm,1994.08
中央编办一司副司长,魏小东,http://ldzl.people.com.cn/dfzlk/front/personPage4418.htm,2000.05
中央编办综合司副司长,魏小东,http://ldzl.people.com.cn/dfzlk/front/personPage4418.htm,2002.03
中央编办综合司司长（其间:2005.07—2006.08挂职任郑州市委副书记）,魏小东,http://ldzl.people.com.cn/dfzlk/front/personPage4418.htm,2004.12
中央编办二司司长（其间：2009.03—2009.07参加中央党校中青年干部培训一班学习）,魏小东,http://ldzl.people.com.cn/dfzlk/front/personPage4418.htm,2007.06
中央编办四司司长,魏小东,http://ldzl.people.com.cn/dfzlk/front/personPage4418.htm,2010.01
河南省洛阳市委副书记（正市厅级）,魏小东,http://ldzl.people.com.cn/dfzlk/front/personPage4418.htm,2010.10
河南省鹤壁市委副书记，市政府市长,魏小东,http://ldzl.people.com.cn/dfzlk/front/personPage4418.htm,2011.09
河南省鹤壁市委书记,魏小东,http://ldzl.people.com.cn/dfzlk/front/personPage4418.htm,2013.04
河南省商丘市委书记,魏小东,http://ldzl.people.com.cn/dfzlk/front/personPage4418.htm,2015.04
中央机构编制委员会办公室副主任,魏小东,http://ldzl.people.com.cn/dfzlk/front/personPage4418.htm,2016.08
北京市委常委、组织部部长,魏小东,http://ldzl.people.com.cn/dfzlk/front/personPage4418.htm,2017.04
"截至2017年4月）
",魏小东,http://ldzl.people.com.cn/dfzlk/front/personPage4418.htm,（人民网资料
北京市第一六五中学学生,崔述强,http://ldzl.people.com.cn/dfzlk/front/personPage14784.htm,1978.09
北京财贸学院工商行政管理专业学生,崔述强,http://ldzl.people.com.cn/dfzlk/front/personPage14784.htm,1981.07
北京市工商局研究室干部,崔述强,http://ldzl.people.com.cn/dfzlk/front/personPage14784.htm,1985.07
北京市工商局办公室科员（其间：1987.12-1989.02挂职任大兴县工商局副局长),崔述强,http://ldzl.people.com.cn/dfzlk/front/personPage14784.htm,1987.05
北京市工商局企业登记处副处长,崔述强,http://ldzl.people.com.cn/dfzlk/front/personPage14784.htm,1989.02
北京市工商局企业登记处处长,崔述强,http://ldzl.people.com.cn/dfzlk/front/personPage14784.htm,1992.08
北京市工商局党组成员、副局长（其间：2001.07-2002.07赴加拿大麦克马斯特大学商学院做访问学者,崔述强,http://ldzl.people.com.cn/dfzlk/front/personPage14784.htm,1994.07
1996.12-1998.11在中国社会科学院研究生院货币银行学专业在职硕士研究生课程班学习）,崔述强,http://ldzl.people.com.cn/dfzlk/front/personPage14784.htm,
北京市统计局党组书记、局长（其间：2005.10-2007.09在长江商学院工商管理专业在职学习，攻读高级管理人员工商管理硕士学位）,崔述强,http://ldzl.people.com.cn/dfzlk/front/personPage14784.htm,2002.08
北京市委副秘书长、办公厅常务副主任,崔述强,http://ldzl.people.com.cn/dfzlk/front/personPage14784.htm,2009.02
（其间：2005.09-2012.11在华中科技大学经济学院西方经济学专业在职学习，攻读经济学博士学位）,崔述强,http://ldzl.people.com.cn/dfzlk/front/personPage14784.htm,
北京市委副秘书长、办公厅主任,崔述强,http://ldzl.people.com.cn/dfzlk/front/personPage14784.htm,2013.07
北京市海淀区委书记,崔述强,http://ldzl.people.com.cn/dfzlk/front/personPage14784.htm,2015.06
北京市委常委、市委秘书长，海淀区委书记,崔述强,http://ldzl.people.com.cn/dfzlk/front/personPage14784.htm,2017.06
北京市委常委、市委秘书长,崔述强,http://ldzl.people.com.cn/dfzlk/front/personPage14784.htm,2017.07
"截至2017年7月）
",崔述强,http://ldzl.people.com.cn/dfzlk/front/personPage14784.htm,（人民网资料
曾任北京市国资委副主任，北京市残联党组书记、理事长等职。,齐静,http://ldzl.people.com.cn/dfzlk/front/personPage4041.htm,
北京市怀柔区委副书记，区政府副区长、代区长,齐静,http://ldzl.people.com.cn/dfzlk/front/personPage4041.htm,2011.03
北京市怀柔区委副书记，区政府区长,齐静,http://ldzl.people.com.cn/dfzlk/front/personPage4041.htm,2011.04
北京市怀柔区委书记,齐静,http://ldzl.people.com.cn/dfzlk/front/personPage4041.htm,2013.03
北京市委常委、统战部部长，怀柔区委书记,齐静,http://ldzl.people.com.cn/dfzlk/front/personPage4041.htm,2017.06
北京市委常委、统战部部长,齐静,http://ldzl.people.com.cn/dfzlk/front/personPage4041.htm,2017.07
"截至2017年7月）
",齐静,http://ldzl.people.com.cn/dfzlk/front/personPage4041.htm,（人民网资料
曾任团政治处主任，团政治委员，师政治部主任，师政治委员，集团军政治部主任，集团军政治委员，济南军区政治部主任。,姜勇,http://ldzl.people.com.cn/dfzlk/front/personPage18645.htm,
2018.01 北京市委常委，北京卫戍区政治委员（副战区职）、党委书记，陆军党委委员 ,姜勇,http://ldzl.people.com.cn/dfzlk/front/personPage18645.htm,
十二届全国人大代表。,姜勇,http://ldzl.people.com.cn/dfzlk/front/personPage18645.htm,
"截至2018年1月）
",姜勇,http://ldzl.people.com.cn/dfzlk/front/personPage18645.htm,（人民网资料
曾任北京电器研究所副所长、所长，北京变压器厂厂长，北京机电工业控股(集团)有限责任公司董事、副总经理、党委常委，北京京城机电控股有限责任公司董事、副总经理、党委常委，市经济委员会副主任、市委工业工委委员，市发展改革委副主任、党组成员、党组书记、市能源与经济运行办主任(兼)。,张工,http://ldzl.people.com.cn/dfzlk/front/personPage5373.htm,
北京市政府党组成员、副市长，市发展和改革委员会党组书记、主任,张工,http://ldzl.people.com.cn/dfzlk/front/personPage5373.htm,2012.09
北京市政府党组成员、副市长,张工,http://ldzl.people.com.cn/dfzlk/front/personPage5373.htm,2013.02
北京市政府党组成员、副市长，市政府国有资产监督管理委员会党委书记,张工,http://ldzl.people.com.cn/dfzlk/front/personPage5373.htm,2013.03
北京市委常委、市委秘书长，市政府党组成员、副市长，市政府国有资产监督管理委员会党委书记,张工,http://ldzl.people.com.cn/dfzlk/front/personPage5373.htm,2015.04
北京市委常委、市委秘书长，市政府党组成员、副市长,张工,http://ldzl.people.com.cn/dfzlk/front/personPage5373.htm,2015.05
北京市委常委、市委秘书长，市政府党组副书记、常务副市长,张工,http://ldzl.people.com.cn/dfzlk/front/personPage5373.htm,2017.02
北京市委常委，市政府党组副书记、常务副市长,张工,http://ldzl.people.com.cn/dfzlk/front/personPage5373.htm,2017.06
第十九届中央候补委员。,张工,http://ldzl.people.com.cn/dfzlk/front/personPage5373.htm,
"截至2017年10月）
",张工,http://ldzl.people.com.cn/dfzlk/front/personPage5373.htm,（人民网资料
1979年9月至1983年9月在太原工学院学习，毕业后在太原工学院、太原工业大学工作,阴和俊,http://ldzl.people.com.cn/dfzlk/front/personPage16605.htm,
1986年9月至1989年1月在西安电子科技大学攻读硕士研究生，毕业后在太原工业大学工作,阴和俊,http://ldzl.people.com.cn/dfzlk/front/personPage16605.htm,
1992年9月至1995年3月在中国科学院电子学所攻读博士研究生，毕业后在中国科学院电子学所工作，历任第三研究室副主任、所长助理兼第三研究室副主任、常务副所长、所长。,阴和俊,http://ldzl.people.com.cn/dfzlk/front/personPage16605.htm,
中国科学院高技术研究与发展局局长,阴和俊,http://ldzl.people.com.cn/dfzlk/front/personPage16605.htm,2006.07
中国科学院副院长、党组成员,阴和俊,http://ldzl.people.com.cn/dfzlk/front/personPage16605.htm,2008.01
科学技术部副部长、党组成员,阴和俊,http://ldzl.people.com.cn/dfzlk/front/personPage16605.htm,2015.11
