  group,name,province,publish_date,short_bio,title,url
district leader,刘小涛,广东,"（人民网资料 截至2017年12月）
","

			　　刘小涛，男，1970年7月生，广东兴宁人，汉族，1992年7月参加工作，1991年12月加入中国共产党，学历省社科院在职研究生（省社科院在职研究生班政治经济学专业），经济学硕士。",广东省潮州市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage8146.htm
district leader,李水华,广东,"（人民网资料 截至2017年12月）
","

			　　李水华，男，广东梅州市人，汉族，1963年6月生，学历大学，1984年7月参加工作，1986年5月加入中国共产党。",广东省揭阳市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage11030.htm
district leader,黄汉标,广东,"（人民网资料 截至2018年6月）
","

			　　黄汉标，男，汉族，1963年9月生，广东陆丰人，中共党员",广东省云浮市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage18842.htm
district leader,温国辉,广东,"（人民网资料 截至2016年2月）
","

			　　温国辉，男，1963年10月生，广东揭西人，汉族，1984年7月参加工作，1984年6月加入中国共产党，硕士研究生学历。",广东省广州市市长,http://ldzl.people.com.cn/dfzlk/front/personPage4530.htm
district leader,陈如桂,广东,"（人民网资料 截至2017年8月）
","

			　　陈如桂，男，汉族，1962年9月生，广东廉江人，1992年10月入党，1983年8月参加工作，中南工业大学地质系应用地球物理专业毕业，研究生学历，工学博士。享受国务院特殊津贴专家。",广东省深圳市市长,http://ldzl.people.com.cn/dfzlk/front/personPage16009.htm
district leader,姚奕生,广东,"（人民网资料 截至2017年9月）
","

			　　姚奕生，男，汉族，1965年7月出生，广东汕头人，1987年7月参加工作，1986年10月加入中国共产党，广东省委党校政治经济学专业毕业，省委党校研究生学历，农学学士（华南农业大学土壤农化专业），工程师。",广东省珠海市市长,http://ldzl.people.com.cn/dfzlk/front/personPage7040.htm
district leader,郑剑戈,广东,"（人民网资料  截至2017年8月）
","

			　　郑剑戈，男，1964年6月生，广东茂名人，汉族，1986年7月参加工作，1985年4月加入中国共产党，中央党校研究生学历（中央党校研究生班经济学专业）。",广东省汕头市市长,http://ldzl.people.com.cn/dfzlk/front/personPage16888.htm
district leader,殷焕明,广东,"（人民网资料 截至2017年5月）
","

			　　殷焕明，男，汉族，1965年3月出生，广东东莞人，1985年4月加入中国共产党，1987年7月参加工作，省社科院研究生学历，哲学学士。",广东省韶关市市长,http://ldzl.people.com.cn/dfzlk/front/personPage16766.htm
district leader,朱伟,广东,"（人民网资料 截至2016年4月）
","

			　　朱伟，男，汉族，湖南石门人，1968年9月出生，1994年7月参加工作，2002年6月加入中国共产党，研究生学历，经济学硕士。",广东省佛山市市长,http://ldzl.people.com.cn/dfzlk/front/personPage15606.htm
district leader,刘毅,广东,"（人民网资料 截至2017年5月）
","

			　　刘毅，男，汉族，广东佛山人，1963年5月出生，1984年7月参加工作，1984年6月加入中国共产党，大学学历，农业推广硕士、高级管理人员工商管理硕士。",广东省江门市市长,http://ldzl.people.com.cn/dfzlk/front/personPage16765.htm
district leader,姜建军,广东,"（人民网资料 截至2017年4月）
","

			　　姜建军，男，汉族，1964年8月生，河南商城人。1983年7月参加工作，1988年2月加入中国共产党。学历在职研究生（北京交通大学企业管理专业）、管理学硕士、高级工程师。",广东省湛江市市长,http://ldzl.people.com.cn/dfzlk/front/personPage9242.htm
district leader,许志晖,广东,"（人民网资料 截至2017年4月）
","

			　　许志晖，男，汉族，广东潮州人，1968年5月生，学历在职研究生（南京大学自然地理学专业）、理学博士。1990年7月参加工作，1998年10月加入中国共产党。",广东省茂名市市长,http://ldzl.people.com.cn/dfzlk/front/personPage16628.htm
district leader,范中杰,广东,"（人民网资料 截至2017年8月）
","

			　　范中杰，男，汉族，1966年6月出生，四川西充人。1990年7月参加工作，1994年7月加入中国共产党。华南师范大学发展心理学专业毕业，教育学硕士研究生学历，在职法学博士学位。",广东省肇庆市市长,http://ldzl.people.com.cn/dfzlk/front/personPage16886.htm
district leader,刘吉,广东,"（人民网资料 截至2018年6月）
","

			　　刘吉　男，湖北麻城人，汉族，1969年5月出生，新加坡南洋理工大学管理经济学专业毕业，在职研究生学历，硕士学位，1990年7月参加工作，1998年11月加入中国共产党。现任惠州市委副书记，市政府市长、党组书记。",广东省惠州市市长,http://ldzl.people.com.cn/dfzlk/front/personPage18821.htm
district leader,陈敏,广东,"（人民网资料 截至2018年4月）
","

			　　陈敏，男，汉族，1965年12月出生，江苏无锡人，博士研究生学历，理学博士，1991年7月参加工作，1985年4月加入中国共产党。",广东省梅州市市长,http://ldzl.people.com.cn/dfzlk/front/personPage18797.htm
district leader,杨绪松,广东,"（人民网资料 截至2015年9月）
","

			　　杨绪松，男，汉族，1962年2月生，湖北荆州人，1983年7月参加工作，1994年6月加入中国共产党，西安交通大学管理科学与工程专业毕业，在职研究生学历，管理学博士学位，副编审。",广东省汕尾市市长,http://ldzl.people.com.cn/dfzlk/front/personPage9233.htm
district leader,叶梅芬,广东,"（人民网资料 截至2017年5月）
","

			　　叶梅芬，女，1968年10月出生，汉族，籍贯梅县，出生地、成长地兴宁市，1991年7月参加工作，1988年12月入党，全日制大学学历，毕业于中山大学经济学系财政学专业专业，经济学学士",广东省河源市市长,http://ldzl.people.com.cn/dfzlk/front/personPage16756.htm
district leader,温湛滨,广东,"（人民网资料 截至2016年9月）
","

			　　温湛滨，男，汉族，1971年1月生，广东湛江人，1993年7月参加工作，1991年10月入党，在职研究生学历，经济学博士学位，经济师职称。",广东省阳江市市长,http://ldzl.people.com.cn/dfzlk/front/personPage5431.htm
district leader,黄喜忠,广东,"（人民网资料 截至2018年4月）
","

			　　黄喜忠，男，汉族，广东普宁人，1969年11月出生，1993年7月参加工作，1992年6月加入中国共产党，在职研究生学历，管理学博士。",广东省清远市市长,http://ldzl.people.com.cn/dfzlk/front/personPage5143.htm
district leader,肖亚非,广东,"（人民网资料 截至2018年4月）
","

			　　肖亚非，男，汉族，1966年6月生，江西省樟树市人，1992年1月加入中国共产党，1988年7月参加工作，中山大学经济学系世界经济专业毕业，硕士学历。",广东省东莞市市长,http://ldzl.people.com.cn/dfzlk/front/personPage15093.htm
district leader,焦兰生,广东,"（人民网资料 截至2016年8月）
","

			　　焦兰生，男，1962年5月出生，籍贯河南长垣，出生地甘肃兰州，大学学历，硕士学位，1982年8月参加工作，1985年2月加入中国共产党。",广东省中山市市长,http://ldzl.people.com.cn/dfzlk/front/personPage15584.htm
district leader,殷昭举,广东,"（人民网资料 截至2017年1月）
","

			　　殷昭举，男，安徽砀山人，汉族，1972年7月生，学历在职研究生、法学博士，1993年8月参加工作，1996年5月加入中国共产党。",广东省潮州市市长,http://ldzl.people.com.cn/dfzlk/front/personPage15752.htm
district leader,叶牛平,广东,"（人民网资料 截至2017年12月）
","

			　　叶牛平，男，安徽太湖人，汉族，1967年12月生，学历研究生，历史学硕士，经济师，1992年7月参加工作，1993年6月加入中国共产党。",广东省揭阳市市长,http://ldzl.people.com.cn/dfzlk/front/personPage7117.htm
district leader,王胜,广东,"（人民网资料 截至2016年6月）
","

			　　王胜，男，山东阳谷人，汉族，1968年3月生，中山大学管理学院经济管理专业毕业，学历在职研究生，硕士学位，1989年7月参加工作，1989年1月加入中国共产党。",广东省云浮市市长,http://ldzl.people.com.cn/dfzlk/front/personPage15619.htm
top four,鹿心社,广西,"（人民网资料 截至2018年3月）
","

			　　鹿心社，男，汉族， 1956年11月出生，山东巨野人，1982年8月参加工作，1985年7月加入中国共产党，大学学历，工学学士，工程师。",广西壮族自治区党委书记，江西省人大常委会主任,http://ldzl.people.com.cn/dfzlk/front/personPage4921.htm
top four,彭清华,广西,"（人民网资料 截至2018年3月）
","

			　　彭清华，男，汉族，1957年4月生，湖北大冶人，1976年6月加入中国共产党，1974年8月参加工作，中山大学企业管理专业毕业，在职研究生学历，管理学博士，研究员。",四川省委书记，广西壮族自治区人大常委会主任	,http://ldzl.people.com.cn/dfzlk/front/personPage4939.htm
top four,陈武,广西,"（人民网资料 截至2017年10月）
","

			　　陈武，男，壮族，1954年11月生，广西崇左人，1975年2月加入中国共产党，1972年10月参加工作，中央党校研究生院在职研究生班法学专业毕业，中央党校研究生学历，哲学学士，研究员。",广西壮族自治区党委副书记、自治区政府主席	,http://ldzl.people.com.cn/dfzlk/front/personPage4940.htm
top four,蓝天立,广西,"（人民网资料 截至2018年2月）
","

			　　蓝天立，男，壮族，1962年10月生，广西宜州人，1985年6月加入中国共产党，1980年2月参加工作，北京航空航天大学经济管理学院管理科学与工程专业毕业，在职研究生学历，管理学博士，副研究员。",广西壮族自治区政协主席,http://ldzl.people.com.cn/dfzlk/front/personPage6376.htm
party leader,鹿心社,广西,"（人民网资料 截至2018年3月）
","

			　　鹿心社，男，汉族， 1956年11月出生，山东巨野人，1982年8月参加工作，1985年7月加入中国共产党，大学学历，工学学士，工程师。",广西壮族自治区党委书记，江西省人大常委会主任,http://ldzl.people.com.cn/dfzlk/front/personPage4921.htm
party leader,陈武,广西,"（人民网资料 截至2017年10月）
","

			　　陈武，男，壮族，1954年11月生，广西崇左人，1975年2月加入中国共产党，1972年10月参加工作，中央党校研究生院在职研究生班法学专业毕业，中央党校研究生学历，哲学学士，研究员。",广西壮族自治区党委副书记、自治区政府主席	,http://ldzl.people.com.cn/dfzlk/front/personPage4940.htm
party leader,孙大伟,广西,"（人民网资料 截至2017年10月）
","

			　　孙大伟，男，汉族，1963年4月生，籍贯黑龙江安达，1984年12月加入中国共产党，1986年7月参加工作，哈尔滨工程大学管理科学与工程专业毕业，在职硕士研究生学历，工程师。",广西壮族自治区党委副书记,http://ldzl.people.com.cn/dfzlk/front/personPage16799.htm
party leader,范晓莉,广西,"（人民网资料 截至2016年12月）
","

			　　范晓莉，女，回族，1961年11月生，吉林敦化人，1983年3月加入中国共产党，1983年7月参加工作，日本西南学院大学法律系国际法专业毕业，研究生学历，法学博士。",广西壮族自治区党委常委、宣传部部长,http://ldzl.people.com.cn/dfzlk/front/personPage6372.htm
party leader,秦如培,广西,"（人民网资料 截至2018年1月）
","

			　　秦如培，男，汉族，1962年10月生，贵州江口人，1983年8月参加工作，1985年7月加入中国共产党，贵州农学院农学专业毕业，大学学历，项目管理硕士。",广西壮族自治区党委常委、自治区常务副主席	,http://ldzl.people.com.cn/dfzlk/front/personPage6427.htm
party leader,王小东,广西,"（人民网资料 截至2018年1月）
","

			　　王小东，男，汉族，1962年1月生，山西灵丘人，1980年5月加入中国共产党，1976年12月参加工作，华中科技大学机械学院工业工程专业毕业，在职研究生学历，工程硕士。",广西壮族自治区党委常委、南宁市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4556.htm
party leader,房灵敏,广西,"（人民网资料 截至2018年2月）
","

			　　房灵敏，男，汉族，1964年5月出生，山东省郓城县人，管理科学博士，教授，博士生导师。毕业于山东师范大学数学系基础数学专业。",广西壮族自治区党委常委、自治区纪委书记，自治区监察委员会主任,http://ldzl.people.com.cn/dfzlk/front/personPage12960.htm
party leader,王可,广西,"（人民网资料 截至2018年5月）
","

			　　王可，男，汉族，1962年11月生，湖南南县人，1987年5月加入中国共产党，1982年8月参加工作，北京科技大学材料物理系科学技术史专业毕业，研究生学历，理学硕士，高级工程师。",广西壮族自治区党委常委、组织部部长,http://ldzl.people.com.cn/dfzlk/front/personPage4562.htm
party leader,黄世勇,广西,"（人民网资料 截至2017年7月）
","

			　　黄世勇，男，壮族，1961年7月生，广西都安人，1988年1月加入中国共产党，1981年7月参加工作，中央党校在职研究生班经济管理专业毕业，中央党校研究生学历，高级经济师。",广西壮族自治区党委常委、政法委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4570.htm
party leader,姜英宇,广西,"现任广西壮族自治区党委委员、常委，广西军区政委。
","

			　　姜英宇，男，1960年1月出生，吉林东丰人。1978年12月入伍，中共党员，中国人民解放军少将军衔。",广西壮族自治区党委常委、军区政委,http://ldzl.people.com.cn/dfzlk/front/personPage18627.htm
party leader,徐绍川,广西,"（人民网资料 截至2018年4月）
","

			　　徐绍川，男，满族，1963年7月生，籍贯河北丰润，1984年8月加入中国共产党，1982年9月参加工作，中国石油大学工商管理学员管理科学与工程专业毕业，硕士研究生学历。",广西壮族自治区党委常委、统战部部长,http://ldzl.people.com.cn/dfzlk/front/personPage18784.htm
party leader,黄伟京,广西,"（人民网资料 截至2018年5月）
","

			　　黄伟京，男，汉族，1962年9月生，广西贺州人，1981年7月参加工作，1986年6月加入中国共产党，中央党校经济管理专业毕业，中央党校大学学历，高级会计师。",广西壮族自治区党委常委、党委秘书长,http://ldzl.people.com.cn/dfzlk/front/personPage16467.htm
admin leader,秦如培,广西,"（人民网资料 截至2018年1月）
","

			　　秦如培，男，汉族，1962年10月生，贵州江口人，1983年8月参加工作，1985年7月加入中国共产党，贵州农学院农学专业毕业，大学学历，项目管理硕士。",广西壮族自治区党委常委、自治区常务副主席	,http://ldzl.people.com.cn/dfzlk/front/personPage6427.htm
admin leader,李彬,广西,"（人民网资料 截至2018年2月）
","

			　　李彬，男，汉族，1962年3月生，江苏泰兴人，1983年8月参加工作，九三学社成员，中国地质科学院地质工程专业毕业，在职研究生学历，工学博士，研究员。",广西壮族自治区副主席,http://ldzl.people.com.cn/dfzlk/front/personPage18736.htm
admin leader,方春明,广西,"（人民网资料 截至2018年1月）
","

			　　方春明，男，汉族，1964年5月生，安徽枞阳人，1986年7月参加工作，1985年12月加入中国共产党，中央党校政治学专业毕业，中央党校大学学历。",广西壮族自治区副主席,http://ldzl.people.com.cn/dfzlk/front/personPage6143.htm
admin leader,胡焯,广西,"（人民网资料 截至2018年2月）
","

			　　胡焯，男，汉族，1963年3月生，江西永新人，1983年8月参加工作， 1986年12月加入中国共产党，江西省委党校法律专业毕业，江西省委党校研究生学历，高级管理人员工商管理硕士，副总警监。",广西壮族自治区副主席、自治区公安厅厅长,http://ldzl.people.com.cn/dfzlk/front/personPage15046.htm
admin leader,丁向群,广西,"（人民网资料 截至2018年2月）
","

			　　丁向群，女，汉族，1965年6月生，江苏淮安人，1987年8月参加工作，1999年5月加入中国共产党，中国人民大学货币银行学专业毕业，研究生学历，经济学硕士，高级经济师。",广西壮族自治区政府副主席,http://ldzl.people.com.cn/dfzlk/front/personPage16852.htm
admin leader,费志荣,广西,"（人民网资料 截至2018年2月）
","

			　　费志荣，男，汉族，1962年4月生，江苏南通人，1983年8月参加工作，1983年4月加入中国共产党，北京工业大学交通运输规划与管理专业毕业，在职研究生学历，工学博士。",广西壮族自治区副主席,http://ldzl.people.com.cn/dfzlk/front/personPage18677.htm
admin leader,黄俊华,广西,"（人民网资料 截至2018年2月）
","

			　　黄俊华，男，壮族，1963年8月生，广西德保人，1983年7月参加工作，1992年6月加入中国共产党，武汉大学摄影测量与遥感专业毕业，在职研究生学历，工学博士，副教授。",广西壮族自治区副主席,http://ldzl.people.com.cn/dfzlk/front/personPage4553.htm
district leader,王小东,广西,"（人民网资料 截至2018年1月）
","

			　　王小东，男，汉族，1962年1月生，山西灵丘人，1980年5月加入中国共产党，1976年12月参加工作，华中科技大学机械学院工业工程专业毕业，在职研究生学历，工程硕士。",广西壮族自治区党委常委、南宁市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4556.htm
district leader,郑俊康,广西,"（人民网资料截至2013年2月）
","

			　　郑俊康，男，汉族，1959年10月生，浙江宁波人，1988年5月加入中国共产党，1977年11月参加工作，复旦大学政治系政治经济学专业毕业，在职研究生学历，高级经济师。",广西壮族自治区柳州市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4550.htm
district leader,赵乐秦,广西,"（人民网资料 截至2018年2月）
","

			　　赵乐秦，男，汉族，1960年1月生，陕西西安人，1982年10月参加工作，1984年12月加入中国共产党，中央党校经济管理专业毕业，中央党校研究生学历，工学学士。",广西壮族自治区人大常委会副主任，桂林市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4552.htm
district leader,全桂寿,广西,"（人民网资料 截至2018年2月）
","

			　　全桂寿，男，汉族，1964年3月生，广西灵川人，1984年1月加入中国共产党，1984年7月参加工作，广西大学商学院政治经济学专业毕业，在职研究生学历，法学学士。",广西壮族自治区梧州市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage18737.htm
district leader,王乃学,广西,"（人民网资料 截至2016年12月）
","

			　　王乃学，男，汉族，1962年12月生，山东蓬莱人，1986年3月加入中国共产党，1984年8月参加工作，北京大学马克思主义学院科学社会主义与国际共产主义运动专业毕业，在职研究生学历，法学博士。",广西壮族自治区北海市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage16254.htm
district leader,李延强,广西,"（人民网资料 截至2018年2月）
","

			　　李延强，男，汉族，1963年4月生，河北巨鹿人，1987年4月加入中国共产党，1984年8月参加工作，中国科技大学管理科学专业毕业，在职研究生学历，高级经济师。",广西壮族自治区防城港市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage16042.htm
district leader,王革冰,广西,"（人民网资料 截至2017年4月）
","

			　　王革冰，女，1962年11月生，汉族，籍贯河南唐河，1987年4月加入中国共产党，1982年7月参加工作，研究生学历，高级政工师。",广西壮族自治区钦州市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage16634.htm
district leader,李新元,广西,"（人民网资料 截至2016年1月）
","

			　　李新元，男，汉族，1962年10月生，江苏泰兴人，1989年3月加入中国共产党，1980年12月参加工作，华中科技大学在职研究生班系统工程专业毕业，在职研究生学历，经济学学士，政工师。",广西壮族自治区贵港市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4561.htm
district leader,黄海昆,广西,"（人民网资料 截至2018年2月）
","

			　　黄海昆，男，1965年1月生，汉族，广西贵港人，1986年1月加入中国共产党，1987年7月参加工作，大学学历，新加坡南洋理工大学公共管理硕士(MPA)。",广西壮族自治区玉林市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage16005.htm
district leader,彭晓春,广西,"（人民网资料 截至2018年2月）
","

			　　彭晓春，男，汉族，1961年11月生，广西合浦人，1989年7月参加工作，1985年4月加入中国共产党，中央党校党的建设专业毕业，研究生学历，法学硕士。",广西壮族自治区政协副主席，百色市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4566.htm
district leader,李宏庆,广西,"（人民网资料 截至2016年12月）
","

			　　李宏庆，男，汉族，1963年10月生，广西博白人，1985年7月加入中国共产党，1985年7月参加工作，广西大学研究生班政治经济学专业毕业，在职研究生学历。",广西壮族自治区贺州市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage5005.htm
district leader,何辛幸,广西,"（人民网资料 截至2016年1月）
","

			　　何辛幸，男，汉族，1962年9月生，山东滨州人，1985年5月加入中国共产党，1983年7月参加工作，广西大学理学院在职研究生班政治经济学专业毕业，研究生学历，工学学士，高级工程师。",广西壮族自治区河池市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4571.htm
district leader,农生文,广西,"（人民网资料 截至2016年6月1日）
","

			　　农生文，男，壮族，1965年8月生，广西天等人，1995年3月加入中国共产党，1990年9月参加工作，中国科学院测量与地球物理研究所自然地理专业毕业，研究生学历，理学硕士。",广西壮族自治区来宾市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage15646.htm
district leader,刘有明,广西,"（人民网资料 截至2016年2月）
","

			　　刘有明，男，汉族，1963年8月生，广西全州人，1989年7月加入中国共产党，1987年7月参加工作，武汉大学政治经济学专业毕业，研究生学历，经济学博士。",广西壮族自治区崇左市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage15515.htm
district leader,周红波,广西,"（人民网资料截至2013年6月）
","

			　　周红波，男，1970年10月生，汉族，广西临桂人，1997年4月加入中国共产党，1992年7月参加工作，广西区党校党政管理专业、中国农业大学农业推广专业，广西区党校、中国农业大学在职研究生学历，农业推广硕士，高级农艺师。",广西壮族自治区南宁市市长,http://ldzl.people.com.cn/dfzlk/front/personPage4549.htm
district leader,吴炜,广西,"（人民网资料 截至2016年1月）
","

			　　吴炜，男，汉族，1968年9月生，广东普宁人，1993年5月加入中国共产党，1987年7月参加工作，广西大学商学院研究生班政治经济学专业毕业，在职研究生学历。",广西壮族自治区柳州市市长,http://ldzl.people.com.cn/dfzlk/front/personPage15403.htm
district leader,秦春成,广西,"（人民网资料 截至2018年1月）
","

			　　秦春成，男，汉族，1966年5月生，广西贵港人，1987年6月加入中国共产党，1985年7月参加工作，广西大学研究生班政治经济学专业毕业，研究生学历。",广西壮族自治区桂林市市长,http://ldzl.people.com.cn/dfzlk/front/personPage18584.htm
district leader,李杰云,广西,"（人民网资料 截至2018年2月）
","

			　　李杰云，男，汉族，1967年12月生，湖南新邵人，1995年12月加入中国共产党，1985年7月参加工作，财政部财政科学研究所研究生部财政学专业毕业，研究生学历，经济学博士，研究员、高级会计师。",广西壮族自治区梧州市市长,http://ldzl.people.com.cn/dfzlk/front/personPage18642.htm
district leader,蔡锦军,广西,"（人民网资料 截至2018年3月）
","

			　　蔡锦军，男，汉族，1968年11月生，江西九江人，1996年12月加入中国共产党，1986年8月参加工作，广西师范大学中文系中国古代文学专业毕业，研究生学历，文学硕士，高级管理人员工商管理硕士。",广西壮族自治区北海市市长,http://ldzl.people.com.cn/dfzlk/front/personPage18765.htm
district leader,班忠柏,广西,"（人民网资料 截至2017年12月）
","

			　　班忠柏，男，壮族，1964年3月生，广西田东人，1984年12月加入中国共产党，1981年9月参加工作，研究生学历，法学学士，经济师。",广西壮族自治区防城港市市长,http://ldzl.people.com.cn/dfzlk/front/personPage18583.htm
district leader,谭丕创,广西,"（人民网资料 截至2018年3月）
","

			　　谭丕创，男，汉族，1968年10月生，广西贵港人，1988年12月加入中国共产党，1991年7月参加工作，北京航空航天大学经济管理学院管理科学与工程专业毕业，在职研究生学历，管理学博士学位。 ",广西壮族自治区钦州市市长,http://ldzl.people.com.cn/dfzlk/front/personPage18771.htm
district leader,农融,广西,"（人民网资料 截至2016年1月）
","

			　　农融，男，壮族，1967年9月生，广西马山人，1987年1月加入中国共产党，在职研究生学历，工商管理硕士，1991年7月参加工作，国际商务师职称。",广西壮族自治区贵港市市长,http://ldzl.people.com.cn/dfzlk/front/personPage15408.htm
district leader,韦韬,广西,"（人民网资料 截至2018年1月）
","

			　　韦韬，男，壮族，1970年4月生，广西罗城人，1998年5月加入中国共产党，1992年7月参加工作，重庆大学冶金及材料工程系钢铁冶金专业毕业，大学学历，工商管理硕士，高级工程师。",广西壮族自治区玉林市市长,http://ldzl.people.com.cn/dfzlk/front/personPage18669.htm
district leader,周异决,广西,"（人民网资料截至2013年5月）
","

			　　周异决，男，壮族，1965年12月生，广西贵港人，1987年12月加入中国共产党，1988年6月参加工作，北京大学政府管理学院区域经济学专业毕业，在职研究生学历，经济学博士。",广西壮族自治区百色市市长,http://ldzl.people.com.cn/dfzlk/front/personPage4567.htm
district leader,林冠,广西,"（人民网资料 截至2017年2月）
","

			　　林冠，男，1966年11月生，广西平南人，1994年12月加入中国共产党，1991年7月参加工作，华中师范大学政治学研究院政府经济学专业，研究生学历。",广西壮族自治区贺州市市长,http://ldzl.people.com.cn/dfzlk/front/personPage16409.htm
district leader,唐云舒,广西,"（人民网资料 截至2018年3月）
","

			　　唐云舒，男，瑶族，1963年4月生，广西恭城人，1986年5月加入中国共产党，1984年12月参加工作，广西壮族自治区党委党校研究生班党政管理专业、广西师范大学法商学院研究生班国民经济学专业毕业，研究生学历。",广西壮族自治区河池市市长,http://ldzl.people.com.cn/dfzlk/front/personPage15409.htm
district leader,雷应敏,广西,"（人民网资料 截至2016年2月）
","

			　　雷应敏，男，汉族，1964年11月生，广西昭平人，1986年6月加入中国共产党，1986年7月参加工作，研究生学历，哲学硕士，副研究员。",广西壮族自治区来宾市市长,http://ldzl.people.com.cn/dfzlk/front/personPage15474.htm
district leader,何良军,广西,"（人民网资料 截至2018年1月）
","

			　　何良军，男，1971年10月生，大学本科、在职研究生学历，工业工程硕士，工程师，2001年4月加入中国共产党，1994年7月参加工作。",广西壮族自治区崇左市市长,http://ldzl.people.com.cn/dfzlk/front/personPage18671.htm
top four,刘赐贵,海南,"（人民网资料 截至2017年10月）
","

			　　刘赐贵，男，1955年9月生，汉族，福建泉州人，中央党校研究生学历，1973年2月参加工作，1973年12月加入中国共产党。",海南省委书记、省人大常委会主任,http://ldzl.people.com.cn/dfzlk/front/personPage11962.htm
top four,刘赐贵,海南,"（人民网资料 截至2017年10月）
","

			　　刘赐贵，男，1955年9月生，汉族，福建泉州人，中央党校研究生学历，1973年2月参加工作，1973年12月加入中国共产党。",海南省委书记、省人大常委会主任,http://ldzl.people.com.cn/dfzlk/front/personPage11962.htm
top four,沈晓明,海南,"（人民网资料 截至2017年10月）
","

			　　沈晓明，男，1963年5月生，汉族，浙江绍兴人，研究生学历，医学博士学位，研究员、教授，1987年7月参加工作，1984年8月加入中国共产党。",海南省委副书记、省长,http://ldzl.people.com.cn/dfzlk/front/personPage4243.htm
top four,毛万春,海南,"（人民网资料 截至2018年1月）
","

			　　毛万春，1961年10月生，男，汉族，河南汤阴人，1977年8月参加工作，1983年8月加入中国共产党，中央党校研究生学历，经济学学士。",海南省政协主席,http://ldzl.people.com.cn/dfzlk/front/personPage6537.htm
party leader,刘赐贵,海南,"（人民网资料 截至2017年10月）
","

			　　刘赐贵，男，1955年9月生，汉族，福建泉州人，中央党校研究生学历，1973年2月参加工作，1973年12月加入中国共产党。",海南省委书记、省人大常委会主任,http://ldzl.people.com.cn/dfzlk/front/personPage11962.htm
party leader,沈晓明,海南,"（人民网资料 截至2017年10月）
","

			　　沈晓明，男，1963年5月生，汉族，浙江绍兴人，研究生学历，医学博士学位，研究员、教授，1987年7月参加工作，1984年8月加入中国共产党。",海南省委副书记、省长,http://ldzl.people.com.cn/dfzlk/front/personPage4243.htm
party leader,李军,海南,"（人民网资料 截至2017年4月）
","

			　　李军，男，1962年2月生，汉族，湖南安乡人，研究生学历，经济学博士学位，研究员，1985年8月参加工作，1985年1月加入中国共产党。",海南省委副书记,http://ldzl.people.com.cn/dfzlk/front/personPage6422.htm
party leader,毛超峰,海南,"（人民网资料 截至2018年2月）
","

			　　毛超峰，男，1965年12月生，汉族，河南柘城人，中央党校研究生学历，高级管理人员工商管理硕士学位，1985年7月参加工作，1986年8月加入中国共产党。",海南省委常委，常务副省长,http://ldzl.people.com.cn/dfzlk/front/personPage6383.htm
party leader,王瑞连,海南,"（人民网资料 截至2017年4月）
","

			　　王瑞连，男，1964年7月生，汉族，山东邹平人，在职研究生学历，1979年12月参加工作，1985年3月加入中国共产党。",海南省委常委、组织部部长、教育工委书记,http://ldzl.people.com.cn/dfzlk/front/personPage6461.htm
party leader,张琦,海南,"（人民网资料 截至2017年4月）
","

			　　张琦，男，1961年3月生，汉族，安徽寿县人，在职研究生学历，工学硕士、高级管理人员工商管理硕士学位，1981年8月参加工作，1983年6月加入中国共产党。",海南省委常委、海口市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage5052.htm
party leader,胡光辉,海南,"（人民网资料 截至2017年4月）
","

			　　胡光辉，男，1959年8月生，汉族，湖南宁乡人，大学学历，经济学硕士学位，讲师，1976年9月参加工作，1986年6月加入中国共产党。",海南省委常委、秘书长，省直属机关工委书记,http://ldzl.people.com.cn/dfzlk/front/personPage12746.htm
party leader,蓝佛安,海南,"（人民网资料 截至2018年2月）
","

			　　蓝佛安，男，1962年6月生，汉族，广东惠东人，大学学历，管理学硕士学位，1985年8月参加工作，1985年4月加入中国共产党。",海南省委常委、省纪委书记，省监察委员会主任,http://ldzl.people.com.cn/dfzlk/front/personPage12239.htm
party leader,肖莺子,海南,"（人民网资料 截至2017年10月）
","

			　　肖莺子，女，1963年3月生，壮族，广西来宾人，大学学历，经济学学士学位，高级经济师，1984年7月参加工作，1987年12月加入中国共产党。",海南省委常委、宣传部部长,http://ldzl.people.com.cn/dfzlk/front/personPage4560.htm
