  group,name,province,publish_date,short_bio,title,url
district leader,张吉福,山西,"（人民网资料 截至2016年11月）
","

			　　张吉福，男，汉族，1964年9月生，天津人，1989年9月参加工作，1985年3月加入中国共产党，研究生学历，工学博士学位。",山西省委常委、大同市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4043.htm
district leader,关建勋,山西,"（人民网资料 截至2018年2月）
","

			　　关建勋，男，汉族，1962年11月出生，山西临猗县人，1984年7月参加工作，1990年3月加入中国共产党，中央党校在职研究生学历。",山西省阳泉市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage18730.htm
district leader,孙大军,山西,"（人民网资料 截至2018年2月）
","

			　　孙大军，男，1968年3月生，辽宁辽中人，大学学历，1986年2月加入中国共产党，1990年7月参加工作。",山西省长治市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage18731.htm
district leader,张志川,山西,"（人民网资料 截至2017年12月）
","

			　　张志川，男，1964年9月出生，河南荥阳人，博士研究生学历，1997年6月加入中国共产党，1982年7月参加工作。",山西省晋城市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage18613.htm
district leader,陈振亮,山西,"（人民网资料 截至2018年1月）
","

			　　陈振亮，男，汉族，1963年8月生，山西省寿阳县人，研究生学历，法学博士，1984年6月加入中国共产党，1983年8月参加工作。",山西省朔州市委书记·,http://ldzl.people.com.cn/dfzlk/front/personPage15626.htm
district leader,王成,山西,"（人民网资料 截至2018年2月）
","

			　　王成，男，汉族，1969年6月生，山西朔州人，1987年7月参加工作，1990年12月加入中国共产党，博士研究生学历。",山西省晋中市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage15839.htm
district leader,刘志宏,山西,"（人民网资料 截至2017年5月）
","

			　　刘志宏，男，汉族，1960年1月出生，山西省晋中市榆次区人，1978年7月加入中国共产党，1976年12月参加工作，中央党校研究生学历。",山西省运城市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage15872.htm
district leader,李俊明,山西,"（人民网资料 截至2018年1月）
","

			　　李俊明，男，汉族，1960年4月生，山西定襄人，研究生，1980年11月加入中国共产党，1977年3月参加工作。",山西省人大常委会副主任，忻州市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4106.htm
district leader,岳普煜,山西,"（人民网资料 截至2018年1月）
","

			　　岳普煜，男，汉族，1959年10月生，山西太原人，1982年6月参加工作，1985年9月加入中国共产党，在职研究生学历，工学博士学位。",山西省人大常委会副主任，临汾市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4122.htm
district leader,李正印,山西,"（人民网资料 截至2018年1月）
","

			　　李正印，男，汉族，1962年8月生，山西武乡人，1982年8月参加工作，1984年6月加入中国共产党，中央党校研究生学历。",山西省政协副主席，吕梁市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage16226.htm
district leader,耿彦波,山西,"（人民网资料 截至2013年6月）
","

			　　耿彦波，男，汉族，1958年11月出生，山西省和顺县人，1976年8月参加工作，1981年12月入党，中央党校函授本科学历、工商管理硕士学位。",山西省太原市市长,http://ldzl.people.com.cn/dfzlk/front/personPage4104.htm
district leader,武宏文,山西,"（人民网资料 截至2017年12月）
","

			　　武宏文，男，汉族，1962年8月生，山西孝义人，1990年1月加入中国共产党，1979年10月参加工作，大专学历。",山西省大同市市长,http://ldzl.people.com.cn/dfzlk/front/personPage16187.htm
district leader,雷健坤,山西,"（人民网资料 截至2018年4月）
","

			　　雷健坤，女，汉族，1971年12月出生，山西大同人，1999年7月参加工作，中共党员，博士研究生学历，哲学博士。",山西省阳泉市市长,http://ldzl.people.com.cn/dfzlk/front/personPage18643.htm
district leader,杨勤荣,山西,"（人民网资料 截至2018年1月）
","

			　　杨勤荣，男，汉族。1965年7月出生，山西省新绛县人，大学工学学士，1991年6月加入中国共产党，1984年7月参加工作。",山西省长治市市长,http://ldzl.people.com.cn/dfzlk/front/personPage18644.htm
district leader,刘锋,山西,"（人民网资料 截至2017年12月）
","

			　　刘锋，男，汉族，1963年8月出生，山西省屯留县人，大学学历，1985年3月参加中国共产党，1983年9月参加工作。",山西省晋城市市长,http://ldzl.people.com.cn/dfzlk/front/personPage18190.htm
district leader,高键,山西,"（人民网资料 截至2018年4月）
","

			　　高键，男，汉族，1969年10月生，山西稷山人，1991年1月加入中国共产党，1992年10月参加工作，在职研究生学历，文学硕士学位。",山西省朔州市市长,http://ldzl.people.com.cn/dfzlk/front/personPage18641.htm
district leader,赵建平,山西,"（人民网资料 截至2018年4月）
","

			　　赵建平，男，汉族，1963年2月出生，山西岢岚人，1983年8月参加工作，1988年11月加入中国共产党，中国矿业大学工程硕士。",山西省晋中市市长,http://ldzl.people.com.cn/dfzlk/front/personPage18747.htm
district leader,朱鹏,山西,"（人民网资料 截至2018年4月）
","

			　　朱鹏，男，汉族，1968年3月生，湖北省郧西县人，研究生学历，工学硕士，1988年5月加入中国共产党，1989年8月参加工作。",山西省运城市市长,http://ldzl.people.com.cn/dfzlk/front/personPage16784.htm
district leader,郑连生,山西,"（人民网资料截至2013年6月）
","

			　　郑连生，男，汉族，1965年4月生，山西省潞城市人，自考本科学历。1985年2月加入中国共产党，1985年9月参加工作。",山西省忻州市市长,http://ldzl.people.com.cn/dfzlk/front/personPage4120.htm
district leader,刘予强,山西,"（人民网资料 截至2016年10月）
","

			　　刘予强，男，汉族，1963年1月生，山西阳城人，大学学历，工商管理硕士。1981年9月参加工作，1984年12月加入中国共产党。",山西省临汾市市长,http://ldzl.people.com.cn/dfzlk/front/personPage15628.htm
district leader,王立伟,山西,"（人民网资料 截至2015年12月）
","

			　　王立伟，男，1963年1月生，汉族，山西定襄人，大学本科学历，1984年8月参加工作，1984年8月加入中国共产党。",山西省吕梁市市长,http://ldzl.people.com.cn/dfzlk/front/personPage15387.htm
top four,李纪恒,内蒙古,"（人民网资料 截至2018年1月）
","

			　　李纪恒，男，汉族，1957年1月生，广西贵港人，1976年10月加入中国共产党，1979年8月参加工作，研究生学历，管理学博士，高级经济师。",内蒙古自治区党委书记、自治区人大常委会主任,http://ldzl.people.com.cn/dfzlk/front/personPage4956.htm
top four,李纪恒,内蒙古,"（人民网资料 截至2018年1月）
","

			　　李纪恒，男，汉族，1957年1月生，广西贵港人，1976年10月加入中国共产党，1979年8月参加工作，研究生学历，管理学博士，高级经济师。",内蒙古自治区党委书记、自治区人大常委会主任,http://ldzl.people.com.cn/dfzlk/front/personPage4956.htm
top four,布小林,内蒙古,"（人民网资料 截至2018年1月）
","

			　　布小林，女，蒙古族，1958年8月生，内蒙古土默特左旗人，1985年6月加入中国共产党，1976年6月参加工作，研究生学历，法学博士。",内蒙古自治区党委副书记，自治区政府主席,http://ldzl.people.com.cn/dfzlk/front/personPage5631.htm
top four,李佳,内蒙古,"（人民网资料 截至2018年1月）
","

			　　李佳，男，汉族，1961年1月生，辽宁大连人，1985年3月加入中国共产党，1983年8月参加工作，研究生学历，哲学博士，高级工程师。",内蒙古自治区政协主席，党委副书记、政法委书记,http://ldzl.people.com.cn/dfzlk/front/personPage5471.htm
party leader,李纪恒,内蒙古,"（人民网资料 截至2018年1月）
","

			　　李纪恒，男，汉族，1957年1月生，广西贵港人，1976年10月加入中国共产党，1979年8月参加工作，研究生学历，管理学博士，高级经济师。",内蒙古自治区党委书记、自治区人大常委会主任,http://ldzl.people.com.cn/dfzlk/front/personPage4956.htm
party leader,布小林,内蒙古,"（人民网资料 截至2018年1月）
","

			　　布小林，女，蒙古族，1958年8月生，内蒙古土默特左旗人，1985年6月加入中国共产党，1976年6月参加工作，研究生学历，法学博士。",内蒙古自治区党委副书记，自治区政府主席,http://ldzl.people.com.cn/dfzlk/front/personPage5631.htm
party leader,李佳,内蒙古,"（人民网资料 截至2018年1月）
","

			　　李佳，男，汉族，1961年1月生，辽宁大连人，1985年3月加入中国共产党，1983年8月参加工作，研究生学历，哲学博士，高级工程师。",内蒙古自治区政协主席，党委副书记、政法委书记,http://ldzl.people.com.cn/dfzlk/front/personPage5471.htm
party leader,张建民,内蒙古,"（人民网资料 截至2018年1月）
","

			　　张建民，男，汉族，1964年9月生，河北滦县人，1995年6月加入中国共产党，1985年7月参加工作，研究生学历，经济学博士，正高级工程师。",内蒙古自治区党委常委、副主席,http://ldzl.people.com.cn/dfzlk/front/personPage6671.htm
party leader,王莉霞,内蒙古,"（人民网资料 截至2017年10月）
","

			　　王莉霞，女，蒙古族，1964年6月生，辽宁建平人，1992年12月加入中国共产党，1985年9月参加工作，研究生学历，经济学博士，教授。",内蒙古自治区党委常委、统战部部长,http://ldzl.people.com.cn/dfzlk/front/personPage6568.htm
party leader,曾一春,内蒙古,"（人民网资料 截至2016年11月）
","

			　　曾一春，男，汉族，1961年3月生，四川古蔺人，1983年1月加入中国共产党，1983年8月参加工作，大学学历，农学学士、经济学学士，研究员，2006年享受国务院特殊津贴。",内蒙古自治区党委常委、组织部部长,http://ldzl.people.com.cn/dfzlk/front/personPage15126.htm
party leader,刘奇凡,内蒙古,"（人民网资料 截至2017年10月）
","

			　　刘奇凡，男，汉族，1967年4月生，贵州水城人，1994年9月加入中国共产党，1988年8月参加工作，研究生学历，管理学硕士，经济师、律师。",内蒙古自治区党委常委、自治区纪委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4708.htm
party leader,张院忠,内蒙古,"（人民网资料 截至2016年12月）
","

			　　张院忠，男，汉族，1959年11月生，陕西府谷人，1983年6月加入中国共产党，1983年7月参加工作，大学学历，文学学士。",内蒙古自治区党委常委，包头市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4146.htm
party leader,云光中,内蒙古,"（人民网资料 截至2017年1月）
","

			　　云光中，男，蒙古族，1960年6月生，内蒙古土左旗人，1979年11月加入中国共产党，1977年10月参加工作，区委党校研究生学历，管理学硕士。",内蒙古自治区党委常委，呼和浩特市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4135.htm
party leader,白玉刚,内蒙古,"（人民网资料 截至2016年12月）
","

			　　白玉刚，男，蒙古族，1965年8月生，内蒙古达拉特旗人，1993年6月加入中国共产党，1988年7月参加工作，大学学历，文学学士，经济师。",内蒙古自治区党委常委、宣传部部长,http://ldzl.people.com.cn/dfzlk/front/personPage4996.htm
party leader,罗永纲,内蒙古,"（人民网资料 截至2016年11月）
","

			　　罗永纲，男，汉族，1966年9月生，山西朔州人，1986年5月加入中国共产党，1986年7月参加工作，大学学历，教育硕士，副研究员。",内蒙古自治区党委常委、党委秘书长,http://ldzl.people.com.cn/dfzlk/front/personPage15045.htm
party leader,李杰翔,内蒙古,"（人民网资料 截至2017年5月）
","

			　　李杰翔，男，汉族，1964年3月出生，内蒙古准格尔旗人，1985年7月参加工作，1985年1月加入中国共产党，中央党校经济管理专业毕业，中央党校研究生学历。",内蒙古自治区党委常委、通辽市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage12251.htm
party leader,冷杰松,内蒙古,"（人民网资料 截至2018年1月）
","

			　　冷杰松，1961年生，山东海阳人。1979年入伍，1982年入党。",内蒙古自治区党委常委、内蒙古军区司令员,http://ldzl.people.com.cn/dfzlk/front/personPage12952.htm
admin leader,张建民,内蒙古,"（人民网资料 截至2018年1月）
","

			　　张建民，男，汉族，1964年9月生，河北滦县人，1995年6月加入中国共产党，1985年7月参加工作，研究生学历，经济学博士，正高级工程师。",内蒙古自治区党委常委、副主席,http://ldzl.people.com.cn/dfzlk/front/personPage6671.htm
admin leader,艾丽华,内蒙古,"（人民网资料 截至2018年2月）
","

			　　艾丽华，女，蒙古族，1964年9月生，辽宁辽阳人，1986年6月加入中国共产党，1987年7月参加工作，大学学历，公共管理硕士。",内蒙古自治区政府副主席,http://ldzl.people.com.cn/dfzlk/front/personPage12154.htm
admin leader,张韶春,内蒙古,"（人民网资料 截至2018年1月）
","

			　　张韶春，男，汉族，1963年8月生，安徽庐江人，1986年7月加入中国共产党，1983年8月参加工作，研究生学历，管理学博士，高级经济师。",内蒙古自治区副主席,http://ldzl.people.com.cn/dfzlk/front/personPage18676.htm
admin leader,杨伟东,内蒙古,"（人民网资料 截至2018年2月）
","

			　　杨伟东，男，汉族，1964年1月生，安徽泗县人，1987年4月加入中国共产党，1985年8月参加工作，中央党校研究生学历，工学学士，经济师。",内蒙古自治区副主席，自治区公安厅党委书记、厅长,http://ldzl.people.com.cn/dfzlk/front/personPage15391.htm
admin leader,段志强,内蒙古,"（人民网资料 截至2018年2月）
","

			　　段志强，男，蒙古族，1962年7月生，内蒙古扎赉特旗人，1987年7月加入中国共产党，1984年8月参加工作，中央党校研究生学历，理学学士。",内蒙古自治区政府副主席，赤峰市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4140.htm
admin leader,欧阳晓晖,内蒙古,"（人民网资料 截至2018年2月）
","

			　　欧阳晓晖，男，汉族，1961年1月生，江西南昌人，1997年5月加入中国共产党，1983年9月参加工作，研究生学历，医学硕士，教授、主任医师。",内蒙古自治区政府副主席,http://ldzl.people.com.cn/dfzlk/front/personPage18720.htm
admin leader,李秉荣,内蒙古,"（人民网资料 截至2018年2月）
","

			　　李秉荣，男，汉族，1964年8月生，陕西神木人，1988年12月参加工作，无党派人士，研究生学历，农学博士，高级工程师。",内蒙古自治区政府副主席,http://ldzl.people.com.cn/dfzlk/front/personPage18721.htm
district leader,云光中,内蒙古,"（人民网资料 截至2017年1月）
","

			　　云光中，男，蒙古族，1960年6月生，内蒙古土左旗人，1979年11月加入中国共产党，1977年10月参加工作，区委党校研究生学历，管理学硕士。",内蒙古自治区党委常委，呼和浩特市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4135.htm
district leader,张院忠,内蒙古,"（人民网资料 截至2016年12月）
","

			　　张院忠，男，汉族，1959年11月生，陕西府谷人，1983年6月加入中国共产党，1983年7月参加工作，大学学历，文学学士。",内蒙古自治区党委常委，包头市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4146.htm
district leader,史万钧,内蒙古,"（人民网资料 截至2016年12月）
","

			　　史万钧，男，中共党员，蒙古族，内蒙古赤峰市人，1963年4月出生，1985年1月加入中国共产党，中央党校经济管理专业，在职研究生学历。",内蒙古自治区乌海市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage15630.htm
district leader,段志强,内蒙古,"（人民网资料 截至2018年2月）
","

			　　段志强，男，蒙古族，1962年7月生，内蒙古扎赉特旗人，1987年7月加入中国共产党，1984年8月参加工作，中央党校研究生学历，理学学士。",内蒙古自治区政府副主席，赤峰市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4140.htm
district leader,李杰翔,内蒙古,"（人民网资料 截至2017年5月）
","

			　　李杰翔，男，汉族，1964年3月出生，内蒙古准格尔旗人，1985年7月参加工作，1985年1月加入中国共产党，中央党校经济管理专业毕业，中央党校研究生学历。",内蒙古自治区党委常委、通辽市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage12251.htm
district leader,牛俊雁,内蒙古,"（人民网资料 截至2016年12月）
","

			　　牛俊雁，男，汉族，1962年1月出生，籍贯山西大同，出生地内蒙古包头，中央党校大学学历（中央党校函授学院经济管理专业），高级管理人员工商管理硕士（华中科技大学高级管理人员工商管理专业），高级经济师，1991年7月加入中国共产党，1979年12月参加工作。",内蒙古自治区鄂尔多斯市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage15465.htm
district leader,于立新,内蒙古,"（人民网资料 截至2018年4月）
","

			　　于立新，男，蒙古族，1965年11月生，内蒙古赤峰人，大学文化程度，高级工程师，高级政工师，1992年6月入党，1987年7月参加工作。",内蒙古自治区呼伦贝尔市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage15854.htm
district leader,常志刚,内蒙古,"（人民网资料 截至2017年5月）
","

			　　常志刚，男，1987年参加工作，1993年7月加入中国共产党，中央党校研究生院党建专业毕业，中央党校在职研究生学历。",内蒙古自治区巴彦淖尔市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage16773.htm
district leader,杜学军,内蒙古,"（人民网资料 截至2017年5月）
","

			　　杜学军，男，蒙古族，1965年5月生，内蒙古海拉尔人，1980年8月参加工作，1988年6月加入中国共产党，研究生学历，法学博士。",内蒙古自治区乌兰察布市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4144.htm
district leader,张恩惠,内蒙古,"（人民网资料 截至2016年3月）
","

			　　张恩惠，男，汉族，1967年12月出生于内蒙古托克托县，在职研究生学历，高级管理人员工商管理硕士学位，1991年7月参加工作，1989年1月入党。    ",内蒙古自治区兴安盟委书记,http://ldzl.people.com.cn/dfzlk/front/personPage15533.htm
district leader,罗虎在,内蒙古,"（人民网资料 截至2016年3月）
","

			　　罗虎在，男，汉族，1962年5月出生，内蒙古卓资县人，1982年7月参加工作，1986年1月加入中国共产党，中央党校经济管理专业毕业，在职研究生学历。",内蒙古自治区锡林郭勒盟委书记,http://ldzl.people.com.cn/dfzlk/front/personPage15531.htm
district leader,包钢,内蒙古,"（人民网资料 截至2015年9月）
","

			　　包钢，男，蒙古族，1969年5月出生，辽宁省阜新蒙古族自治县人，研究生，1988年12月加入中国共产党，1991年7月参加工作。",内蒙古自治区阿拉善盟委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4130.htm
district leader,冯玉臻,内蒙古,"（人民网资料 截至2018年1月）
","

			　　冯玉臻，男，汉族，1963年7月出生，内蒙古和林格尔人，大学学历，1980年8月参加工作，1989年6月加入中国共产党。",内蒙古自治区呼和浩特市市长,http://ldzl.people.com.cn/dfzlk/front/personPage4148.htm
district leader,赵江涛,内蒙古,"（人民网资料 截至2018年2月）
","

			　　赵江涛，男，蒙古族，1962年9月出生，内蒙古科右中旗人，1984年7月加入中国共产党，1984年8月参加工作，内蒙古大学公共管理专业毕业，硕士。 ",内蒙古自治区包头市市长,http://ldzl.people.com.cn/dfzlk/front/personPage16823.htm
district leader,高世宏,内蒙古,"（人民网资料 截至2017年3月）
","

			　　高世宏，男，汉族，1969年12月出生，籍贯河北辛集，出生地内蒙古呼和浩特市，研究生学历，哲学硕士学位，高级会计师，2000年12月加入中国共产党，1990年7月参加工作。",内蒙古自治区乌海市市长,http://ldzl.people.com.cn/dfzlk/front/personPage16380.htm
district leader,孟宪东,内蒙古,"（人民网资料 截至2016年3月）
","

			　　孟宪东，男，汉族，1965年2月出生于内蒙古敖汉旗，1988年7月参加工作，1988年1月入党。大学学历，农业推广硕士。 ",内蒙古自治区赤峰市市长,http://ldzl.people.com.cn/dfzlk/front/personPage15557.htm
district leader,郝茂荣,内蒙古,"（人民网资料 截至2017年3月）
","

			　　郝茂荣，男，蒙古族，1963年11月出生，内蒙古包头人，1987年7月入党，1988年6月参加工作，研究生学历，北京化工大学应用化学专业博士毕业，工学博士。",内蒙古自治区通辽市市长,http://ldzl.people.com.cn/dfzlk/front/personPage16387.htm
district leader,斯琴毕力格,内蒙古,"（人民网资料 截至2018年4月）
","

			　　斯琴毕力格，男，蒙古族，1963年12月生，内蒙古正蓝旗人，内蒙古农牧学院草原系草原专业毕业，农业推广硕士，1985年11月加入中国共产党，1986年7月参加工作。",内蒙古自治区鄂尔多斯市代市长,http://ldzl.people.com.cn/dfzlk/front/personPage18800.htm
district leader,姜宏,内蒙古,"（人民网资料 截至2018年4月）
","

			　　姜宏，女，汉族，1971年4月出生于内蒙古通辽市科尔沁区。大学文化，1993年11月参加工作，1992年1月入党。 ",内蒙古自治区呼伦贝尔市代市长,http://ldzl.people.com.cn/dfzlk/front/personPage8734.htm
district leader,张晓兵,内蒙古,"（人民网资料 截至2017年1月）
","

			　　张晓兵，男，1971年11月出生，汉族，籍贯山东莱阳，出生地内蒙古赤峰，1991年6月入党，1993年7月参加工作。内蒙古师范大学教育系学校教育专业，全日制教育大学学历，教育学学士学位",内蒙古自治区巴彦淖尔市市长,http://ldzl.people.com.cn/dfzlk/front/personPage16168.htm
district leader,费东斌,内蒙古,"（人民网资料 截至2017年2月）
","

			　　费东斌，男，汉族，1970年8月出生，辽宁锦州人，1996年3月加入中国共产党，1991年8月参加工作，大学学历，长沙铁道学院运输管理工程铁道运输专业毕业。",内蒙古自治区乌兰察布市市长,http://ldzl.people.com.cn/dfzlk/front/personPage16200.htm
district leader,奇巴图,内蒙古,"（人民网资料 截至2016年11月）
","

			　　奇巴图，男，蒙古族，1971年9月出生，内蒙古准格尔旗人，研究生，公共管理硕士，1991年7月参加工作，1995年1月加入中国共产党。",内蒙古自治区兴安盟盟长,http://ldzl.people.com.cn/dfzlk/front/personPage15572.htm
district leader,霍照良,内蒙古,"（人民网资料 截至2017年8月）
","

			　　霍照良，男，蒙古族，1967年2月出生，辽宁阜新人，1990年7月参加工作，1995年7月加入中国共产党，中央党校研究生学历。",内蒙古自治区锡林郭勒盟盟长,http://ldzl.people.com.cn/dfzlk/front/personPage16854.htm
district leader,杨博,内蒙古,"（人民网资料 截至2018年5月）
","

			　　杨博，男，汉族，1968年9月出生，籍贯内蒙古达拉特旗，出生地内蒙古达拉特旗，1991年6月加入中国共产党，华中科技大学高级管理人员工商管理专业、研究生硕士。",内蒙古自治区阿拉善盟盟长,http://ldzl.people.com.cn/dfzlk/front/personPage11166.htm
top four,陈求发,辽宁,"（人民网资料 截至2018年1月）
","

			　　陈求发，男，苗族，1954年12月生，湖南城步人，1973年3月参加工作，1974年9月加入中国共产党，高级工程师，国防科技大学电子工程系雷达对抗专业全日制大学普通班学历。   ",辽宁省委书记、省人大常委会主任,http://ldzl.people.com.cn/dfzlk/front/personPage4934.htm
top four,陈求发,辽宁,"（人民网资料 截至2018年1月）
","

			　　陈求发，男，苗族，1954年12月生，湖南城步人，1973年3月参加工作，1974年9月加入中国共产党，高级工程师，国防科技大学电子工程系雷达对抗专业全日制大学普通班学历。   ",辽宁省委书记、省人大常委会主任,http://ldzl.people.com.cn/dfzlk/front/personPage4934.htm
top four,唐一军,辽宁,"（人民网资料 截至2018年1月）
","

			　　唐一军，男，汉族，1961年3月生，山东莒县人。1977年7月参加工作，1985年10月加入中国共产党。中央党校研究生学历。",辽宁省委副书记、省长,http://ldzl.people.com.cn/dfzlk/front/personPage15608.htm
top four,夏德仁,辽宁,"（人民网资料 截至2018年1月）
","

			　　夏德仁，男，汉族，1955年6月生，山东荣成人，1974年7月参加工作，东北财经大学财政金融系货币银行学专业毕业，研究生学历，经济学博士学位、教授。",辽宁省政协主席,http://ldzl.people.com.cn/dfzlk/front/personPage4983.htm
party leader,陈求发,辽宁,"（人民网资料 截至2018年1月）
","

			　　陈求发，男，苗族，1954年12月生，湖南城步人，1973年3月参加工作，1974年9月加入中国共产党，高级工程师，国防科技大学电子工程系雷达对抗专业全日制大学普通班学历。   ",辽宁省委书记、省人大常委会主任,http://ldzl.people.com.cn/dfzlk/front/personPage4934.htm
party leader,唐一军,辽宁,"（人民网资料 截至2018年1月）
","

			　　唐一军，男，汉族，1961年3月生，山东莒县人。1977年7月参加工作，1985年10月加入中国共产党。中央党校研究生学历。",辽宁省委副书记、省长,http://ldzl.people.com.cn/dfzlk/front/personPage15608.htm
party leader,易炼红,辽宁,"（人民网资料 截至2018年5月）
","

			　　易炼红，男，汉族，1959年9月出生，湖南涟源人，研究生学历，经济学硕士学位，教授。1976年8月参加工作，1985年6月入党。",辽宁省委副书记、沈阳市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4478.htm
party leader,谭作钧,辽宁,"（人民网资料 截至2017年10月）
","

			　　谭作钧，男，汉族，1968年10月生，湖南茶陵人，中共党员，1990年8月参加工作，武汉大学法学院国际法系国际法专业毕业，研究生学历，法学硕士，工商管理硕士。",辽宁省委常委、大连市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage5697.htm
party leader,李文章,辽宁,"（人民网资料 截至2016年6月）
","

			　　李文章，男，汉族，1963年1月生，宁夏中卫人，1984年12月入党，1983年7月参加工作，中央党校在职研究生班政治学理论专业毕业，研究生学历，高级政工师。",辽宁省委常委、政法委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4833.htm
party leader,范继英,辽宁,"（人民网资料 截至2016年10月）
","

			　　范继英，女，汉族，1963年6月出生，辽宁盖州人，1985年4月加入中国共产党，1982年8月参加工作，中央党校研究生学历，经济学硕士学位，统计师。",辽宁省委常委、统战部部长,http://ldzl.people.com.cn/dfzlk/front/personPage16204.htm
party leader,张雷,辽宁,"（人民网资料 截至2018年1月）
","

			　　张雷，男，汉族，江苏淮安人，1961年7月生，1985年4月入党，1982年8月参加工作，南京航空学院机械设计专业毕业。",辽宁省委常委、副省长,http://ldzl.people.com.cn/dfzlk/front/personPage4276.htm
party leader,廖建宇,辽宁,"（人民网资料 截至2018年1月）
","

			　　廖建宇，男，汉族，1964年4月生，四川开县人，1985年8月参加工作，1986年8月入党，中共党员，贵州省委党校行政学专业毕业，省委党校研究生学历，理学学士学位。",辽宁省委常委、省纪委书记、省监察委员会主任,http://ldzl.people.com.cn/dfzlk/front/personPage16786.htm
party leader,王正谱,辽宁,"（人民网资料 截至2016年10月）
","

			　　王正谱，男，汉族，1963年8月生，山东烟台人。1987年7月参加工作，1987年4月加入中国共产党，大学学历，学士学位，高级经济师。",辽宁省委常委、组织部部长,http://ldzl.people.com.cn/dfzlk/front/personPage4168.htm
party leader,刘焕鑫,辽宁,"（人民网资料 截至2017年3月）
","

			　　刘焕鑫，男，汉族，1963年10月出生，1988年11月加入中国共产党，1986年7月参加工作，省委党校研究生学历，学士学位，经济师。",辽宁省委常委、省委秘书长,http://ldzl.people.com.cn/dfzlk/front/personPage16598.htm
party leader,王边疆,辽宁,"（人民网资料 截至2018年1月）
","

			　　王边疆，男，汉族，1959年7月出生，山东诸城人，成长在辽宁丹东。",辽宁省委常委、省军区政委,http://ldzl.people.com.cn/dfzlk/front/personPage14867.htm
party leader,张福海,辽宁,"（人民网资料 截至2018年6月）
","

			　　张福海，男，汉族，1964年12月出生于辽宁庄河，1986年7月参加工作，1984年11月加入中国共产党。中国人民大学本科毕业，文学学士，北京大学公共管理硕士（与国家行政学院联合培养），编审。",辽宁省委常委、宣传部部长,http://ldzl.people.com.cn/dfzlk/front/personPage18836.htm
admin leader,张雷,辽宁,"（人民网资料 截至2018年1月）
","

			　　张雷，男，汉族，江苏淮安人，1961年7月生，1985年4月入党，1982年8月参加工作，南京航空学院机械设计专业毕业。",辽宁省委常委、副省长,http://ldzl.people.com.cn/dfzlk/front/personPage4276.htm
admin leader,陈绿平,辽宁,"（人民网资料 截至2018年1月）
","

			　　陈绿平，男，汉族，1963年9月出生，广东汕头人，1982年7月参加工作，1986年10月加入中国共产党，教育学博士。",辽宁省副省长,http://ldzl.people.com.cn/dfzlk/front/personPage4544.htm
admin leader,王大伟,辽宁,"（人民网资料 截至2018年2月）
","

			　　王大伟，男，汉族，1964年4月出生，黑龙江望奎人，1984年12月入党，1990年7月参加工作，研究生学历，管理学博士。1983.09 东北林业大学森林采运工程系森林采运工程专业学生",辽宁省副省长，省公安厅厅长,http://ldzl.people.com.cn/dfzlk/front/personPage16514.htm
admin leader,崔枫林,辽宁,"（人民网资料 截至2018年2月）
","

			　　崔枫林，男，汉族，1960年10月出生，河南唐河人，1979年9月参加工作，1981年4月加入中国共产党，大学学历。",辽宁省副省长,http://ldzl.people.com.cn/dfzlk/front/personPage14846.htm
admin leader,王明玉,辽宁,"（人民网资料 截至2018年2月）
","

			　　王明玉，男，汉族，1963年1月出生，辽宁朝阳人，1988年8月参加工作，1987年6月加入中国共产党，管理学硕士。",辽宁省副省长，锦州市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4173.htm
admin leader,孟庆海,辽宁,"（人民网资料 截至2018年1月）
","

			　　孟庆海，男，汉族，1964年11月出生，辽宁新宾人，1989年7月参加工作，工学博士。",辽宁省副省长,http://ldzl.people.com.cn/dfzlk/front/personPage18722.htm
