group,link,name,province,title
top four,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,蔡奇,北京,市委书记
top four,http://ldzl.people.com.cn/dfzlk/front/personPage5296.htm,李伟,北京,市人大主任
top four,http://ldzl.people.com.cn/dfzlk/front/personPage16776.htm,陈吉宁,北京,市长
top four,http://ldzl.people.com.cn/dfzlk/front/personPage4991.htm,吉林,北京,市政协主席
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage16206.htm,蔡奇,北京,书 　 记 ：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage16776.htm,陈吉宁,北京,副 书 记 ：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage5373.htm,张工,北京,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage16605.htm,阴和俊,北京,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage6347.htm,张硕辅,北京,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage5384.htm,张延昆,北京,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage5379.htm,林克庆,北京,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage16637.htm,杜飞进,北京,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage4418.htm,魏小东,北京,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage14784.htm,崔述强,北京,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage4041.htm,齐静,北京,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage18645.htm,姜勇,北京,其他常委：
admin leader,http://ldzl.people.com.cn/dfzlk/front/personPage5373.htm,张工,北京,"
            
	      		副 市 长 ： 
	      		
            	
	      	"
admin leader,http://ldzl.people.com.cn/dfzlk/front/personPage16605.htm,阴和俊,北京,"
            
	      		副 市 长 ： 
	      		
            	
	      	"
admin leader,http://ldzl.people.com.cn/dfzlk/front/personPage8298.htm,张建东,北京,"
            
	      		副 市 长 ： 
	      		
            	
	      	"
admin leader,http://ldzl.people.com.cn/dfzlk/front/personPage4023.htm,隋振江,北京,"
            
	      		副 市 长 ： 
	      		
            	
	      	"
admin leader,http://ldzl.people.com.cn/dfzlk/front/personPage4019.htm,王宁,北京,"
            
	      		副 市 长 ： 
	      		
            	
	      	"
admin leader,http://ldzl.people.com.cn/dfzlk/front/personPage13886.htm,殷勇,北京,"
            
	      		副 市 长 ： 
	      		
            	
	      	"
admin leader,http://ldzl.people.com.cn/dfzlk/front/personPage16627.htm,卢彦,北京,"
            
	      		副 市 长 ： 
	      		
            	
	      	"
admin leader,http://ldzl.people.com.cn/dfzlk/front/personPage11002.htm,杨斌,北京,"
            
	      		副 市 长 ： 
	      		
            	
	      	"
admin leader,http://ldzl.people.com.cn/dfzlk/front/personPage18695.htm,王红,北京,"
            
	      		副 市 长 ： 
	      		
            	
	      	"
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage4018.htm,张家明,北京,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage4036.htm,卢映川,北京,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage15367.htm,王灏,北京,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage12760.htm,于军,北京,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage4993.htm,汪先永,北京,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage18803.htm,于长辉,北京,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage16166.htm,张力兵,北京,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage15592.htm,陈清,北京,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage11006.htm,曾赞荣,北京,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage15395.htm,高朋,北京,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage4037.htm,侯君舒,北京,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage16808.htm,周立云,北京,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage4042.htm,常卫,北京,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage15105.htm,王成国,北京,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage4028.htm,夏林茂,北京,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage4047.htm,李志军,北京,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage18813.htm,金晖,北京,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage4020.htm,王少峰,北京,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage16780.htm,文献,北京,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage17171.htm,戴彬彬,北京,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage18808.htm,王力军,北京,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage18843.htm,陈之常,北京,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage15594.htm,付兆庚,北京,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage18649.htm,郭延红,北京,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage18814.htm,赵磊,北京,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage18812.htm,孙军民,北京,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage18815.htm,王合生,北京,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage18588.htm,王有国,北京,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage17239.htm,卢宇国,北京,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage16024.htm,汪明浩,北京,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage15282.htm,潘临珠,北京,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage15410.htm,穆鹏,北京,市（区、州）长行署专员
top four,http://ldzl.people.com.cn/dfzlk/front/personPage4929.htm,李鸿忠,天津,市委书记
top four,http://ldzl.people.com.cn/dfzlk/front/personPage5407.htm,段春华,天津,市人大主任
top four,http://ldzl.people.com.cn/dfzlk/front/personPage6391.htm,张国清,天津,市长
top four,http://ldzl.people.com.cn/dfzlk/front/personPage5462.htm,盛茂林,天津,市政协主席
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage4929.htm,李鸿忠,天津,书 　 记 ：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage6391.htm,张国清,天津,副 书 记 ：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage16595.htm,张玉卓,天津,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage12738.htm,喻云林,天津,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage16260.htm,邓修明,天津,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage15562.htm,赵飞,天津,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage12146.htm,陈浙闽,天津,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage4075.htm,冀国强,天津,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage16774.htm,李毅,天津,其他常委：
admin leader,http://ldzl.people.com.cn/dfzlk/front/personPage5414.htm,曹小红,天津,"
            
	      		副 市 长 ： 
	      		
            	
	      	"
admin leader,http://ldzl.people.com.cn/dfzlk/front/personPage5424.htm,孙文魁,天津,"
            
	      		副 市 长 ： 
	      		
            	
	      	"
admin leader,http://ldzl.people.com.cn/dfzlk/front/personPage15362.htm,赵海山,天津,"
            
	      		副 市 长 ： 
	      		
            	
	      	"
admin leader,http://ldzl.people.com.cn/dfzlk/front/personPage4077.htm,李树起,天津,"
            
	      		副 市 长 ： 
	      		
            	
	      	"
admin leader,http://ldzl.people.com.cn/dfzlk/front/personPage18675.htm,康义,天津,"
            
	      		副 市 长 ： 
	      		
            	
	      	"
admin leader,http://ldzl.people.com.cn/dfzlk/front/personPage4564.htm,金湘军,天津,"
            
	      		副 市 长 ： 
	      		
            	
	      	"
admin leader,http://ldzl.people.com.cn/dfzlk/front/personPage18696.htm,董家禄,天津,"
            
	      		副 市 长 ： 
	      		
            	
	      	"
admin leader,http://ldzl.people.com.cn/dfzlk/front/personPage16279.htm,姚来英,天津,"
            
	      		副 市 长 ： 
	      		
            	
	      	"
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage15405.htm,陈绍旺,天津,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage15451.htm,李建成,天津,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage16381.htm,李学义,天津,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage18826.htm,杨兵,天津,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage5018.htm,刘志强,天津,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage18827.htm,李清,天津,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage15576.htm,夏新,天津,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage16282.htm,李清,天津,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage15596.htm,刘惠,天津,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage16392.htm,冯卫华,天津,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage18832.htm,徐大彤,天津,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage18576.htm,殷向杰,天津,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage16595.htm,张玉卓,天津,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage12075.htm,王洪海,天津,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage12106.htm,蔺雪峰,天津,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage16280.htm,于立军,天津,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage16642.htm,陈春江,天津,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage16755.htm,田金萍,天津,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage18837.htm,姜德志,天津,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage16647.htm,孙剑楠,天津,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage16652.htm,李新,天津,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage18585.htm,袁家健,天津,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage16329.htm,孔德昌,天津,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage18834.htm,白凤祥,天津,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage18830.htm,贺亦农,天津,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage18835.htm,王宝雨,天津,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage16746.htm,戴东强,天津,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage16639.htm,毛劲松,天津,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage12145.htm,杨茂荣,天津,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage18831.htm,张伟,天津,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage18474.htm,张庆恩,天津,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage16638.htm,廉桂峰,天津,市（区、州）长行署专员
top four,http://ldzl.people.com.cn/dfzlk/front/personPage5388.htm,王东峰,河北,省委书记
top four,http://ldzl.people.com.cn/dfzlk/front/personPage5388.htm,王东峰,河北,省人大主任
top four,http://ldzl.people.com.cn/dfzlk/front/personPage4509.htm,许勤,河北,省长
top four,http://ldzl.people.com.cn/dfzlk/front/personPage4928.htm,叶冬松,河北,省政协主席
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage5388.htm,王东峰,河北,书 　 记 ：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage4509.htm,许勤,河北,副 书 记 ：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage6027.htm,赵一德,河北,副 书 记 ：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage6458.htm,梁田庚,河北,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage4079.htm,袁桐利,河北,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage4700.htm,陈刚,河北,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage6256.htm,梁惠玲,河北,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage4097.htm,焦彦龙,河北,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage11019.htm,董仚生,河北,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage4093.htm,邢国辉,河北,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage16242.htm,高志立,河北,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage12193.htm,王浩,河北,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage18621.htm,韩晓东,河北,其他常委：
admin leader,http://ldzl.people.com.cn/dfzlk/front/personPage4079.htm,袁桐利,河北,"
            
	      		副 省 长 ： 
	      		
            	
	      	"
admin leader,http://ldzl.people.com.cn/dfzlk/front/personPage4700.htm,陈刚,河北,"
            
	      		副 省 长 ： 
	      		
            	
	      	"
admin leader,http://ldzl.people.com.cn/dfzlk/front/personPage5978.htm,张古江,河北,"
            
	      		副 省 长 ： 
	      		
            	
	      	"
admin leader,http://ldzl.people.com.cn/dfzlk/front/personPage16606.htm,徐建培,河北,"
            
	      		副 省 长 ： 
	      		
            	
	      	"
admin leader,http://ldzl.people.com.cn/dfzlk/front/personPage4101.htm,李谦,河北,"
            
	      		副 省 长 ： 
	      		
            	
	      	"
admin leader,http://ldzl.people.com.cn/dfzlk/front/personPage18697.htm,刘凯,河北,"
            
	      		副 省 长 ： 
	      		
            	
	      	"
admin leader,http://ldzl.people.com.cn/dfzlk/front/personPage18698.htm,夏延军,河北,"
            
	      		副 省 长 ： 
	      		
            	
	      	"
admin leader,http://ldzl.people.com.cn/dfzlk/front/personPage18699.htm,时清霜,河北,"
            
	      		副 省 长 ： 
	      		
            	
	      	"
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage4093.htm,邢国辉,河北,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage12193.htm,王浩,河北,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage4090.htm,孟祥伟,河北,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage4087.htm,高宏志,河北,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage11003.htm,王会勇,河北,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage4091.htm,聂瑞平,河北,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage4088.htm,回建,河北,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage12234.htm,周仲明,河北,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage4102.htm,杨慧,河北,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage4100.htm,冯韶慧,河北,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage16498.htm,王景武,河北,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage16371.htm,邓沛然,河北,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage14476.htm,丁绣峰,河北,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage11004.htm,张瑞书,河北,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage15857.htm,王立彤,河北,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage15229.htm,董晓宇,河北,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage16199.htm,郭建英,河北,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage16201.htm,武卫东,河北,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage15381.htm,常丽虹,河北,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage8158.htm,梅世彤,河北,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage15863.htm,陈平,河北,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage8366.htm,吕志成,河北,市（区、州）长行署专员
top four,http://ldzl.people.com.cn/dfzlk/front/personPage4968.htm,骆惠宁,山西,省委书记
top four,http://ldzl.people.com.cn/dfzlk/front/personPage4968.htm,骆惠宁,山西,省人大主任
top four,http://ldzl.people.com.cn/dfzlk/front/personPage5458.htm,楼阳生,山西,省长
top four,http://ldzl.people.com.cn/dfzlk/front/personPage6332.htm,黄晓薇,山西,省政协主席
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage4968.htm,骆惠宁,山西,书 　 记 ：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage5458.htm,楼阳生,山西,副 书 记 ：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage6332.htm,黄晓薇,山西,副 书 记 ：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage16164.htm,任建华,山西,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage4121.htm,罗清宇,山西,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage5660.htm,吴汉圣,山西,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage4043.htm,张吉福,山西,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage4825.htm,徐广国,山西,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage16223.htm,廉毅敏,山西,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage4086.htm,商黎光,山西,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage4116.htm,胡玉亭,山西,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage15050.htm,林武,山西,其他常委：
admin leader,http://ldzl.people.com.cn/dfzlk/front/personPage15050.htm,林武,山西,"
            
	      		副 省 长 ： 
	      		
            	
	      	"
admin leader,http://ldzl.people.com.cn/dfzlk/front/personPage5469.htm,王一新,山西,"
            
	      		副 省 长 ： 
	      		
            	
	      	"
admin leader,http://ldzl.people.com.cn/dfzlk/front/personPage5470.htm,张复明,山西,"
            
	      		副 省 长 ： 
	      		
            	
	      	"
admin leader,http://ldzl.people.com.cn/dfzlk/front/personPage16819.htm,贺天才,山西,"
            
	      		副 省 长 ： 
	      		
            	
	      	"
admin leader,http://ldzl.people.com.cn/dfzlk/front/personPage18680.htm,刘新云,山西,"
            
	      		副 省 长 ： 
	      		
            	
	      	"
admin leader,http://ldzl.people.com.cn/dfzlk/front/personPage16281.htm,曲孝丽,山西,"
            
	      		副 省 长 ： 
	      		
            	
	      	"
admin leader,http://ldzl.people.com.cn/dfzlk/front/personPage4108.htm,陈永奇,山西,"
            
	      		副 省 长 ： 
	      		
            	
	      	"
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage4121.htm,罗清宇,山西,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage4043.htm,张吉福,山西,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage18730.htm,关建勋,山西,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage18731.htm,孙大军,山西,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage18613.htm,张志川,山西,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage15626.htm,陈振亮,山西,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage15839.htm,王成,山西,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage15872.htm,刘志宏,山西,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage4106.htm,李俊明,山西,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage4122.htm,岳普煜,山西,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage16226.htm,李正印,山西,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage4104.htm,耿彦波,山西,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage16187.htm,武宏文,山西,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage18643.htm,雷健坤,山西,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage18644.htm,杨勤荣,山西,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage18190.htm,刘锋,山西,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage18641.htm,高键,山西,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage18747.htm,赵建平,山西,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage16784.htm,朱鹏,山西,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage4120.htm,郑连生,山西,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage15628.htm,刘予强,山西,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage15387.htm,王立伟,山西,市（区、州）长行署专员
top four,http://ldzl.people.com.cn/dfzlk/front/personPage4956.htm,李纪恒,内蒙古,党委书记
top four,http://ldzl.people.com.cn/dfzlk/front/personPage4956.htm,李纪恒,内蒙古,区人大主任
top four,http://ldzl.people.com.cn/dfzlk/front/personPage5631.htm,布小林,内蒙古,区政府主席
top four,http://ldzl.people.com.cn/dfzlk/front/personPage5471.htm,李佳,内蒙古,区政协主席
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage4956.htm,李纪恒,内蒙古,书 　 记 ：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage5631.htm,布小林,内蒙古,副 书 记 ：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage5471.htm,李佳,内蒙古,副 书 记 ：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage6671.htm,张建民,内蒙古,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage6568.htm,王莉霞,内蒙古,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage15126.htm,曾一春,内蒙古,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage4708.htm,刘奇凡,内蒙古,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage4146.htm,张院忠,内蒙古,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage4135.htm,云光中,内蒙古,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage4996.htm,白玉刚,内蒙古,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage15045.htm,罗永纲,内蒙古,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage12251.htm,李杰翔,内蒙古,其他常委：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage12952.htm,冷杰松,内蒙古,其他常委：
admin leader,http://ldzl.people.com.cn/dfzlk/front/personPage6671.htm,张建民,内蒙古,"
            
	      		副 主 席 ： 
	      		
            	
	      	"
admin leader,http://ldzl.people.com.cn/dfzlk/front/personPage12154.htm,艾丽华,内蒙古,"
            
	      		副 主 席 ： 
	      		
            	
	      	"
admin leader,http://ldzl.people.com.cn/dfzlk/front/personPage18676.htm,张韶春,内蒙古,"
            
	      		副 主 席 ： 
	      		
            	
	      	"
admin leader,http://ldzl.people.com.cn/dfzlk/front/personPage15391.htm,杨伟东,内蒙古,"
            
	      		副 主 席 ： 
	      		
            	
	      	"
admin leader,http://ldzl.people.com.cn/dfzlk/front/personPage4140.htm,段志强,内蒙古,"
            
	      		副 主 席 ： 
	      		
            	
	      	"
admin leader,http://ldzl.people.com.cn/dfzlk/front/personPage18720.htm,欧阳晓晖,内蒙古,"
            
	      		副 主 席 ： 
	      		
            	
	      	"
admin leader,http://ldzl.people.com.cn/dfzlk/front/personPage18721.htm,李秉荣,内蒙古,"
            
	      		副 主 席 ： 
	      		
            	
	      	"
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage4135.htm,云光中,内蒙古,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage4146.htm,张院忠,内蒙古,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage15630.htm,史万钧,内蒙古,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage4140.htm,段志强,内蒙古,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage12251.htm,李杰翔,内蒙古,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage15465.htm,牛俊雁,内蒙古,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage15854.htm,于立新,内蒙古,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage16773.htm,常志刚,内蒙古,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage4144.htm,杜学军,内蒙古,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage15533.htm,张恩惠,内蒙古,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage15531.htm,罗虎在,内蒙古,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage4130.htm,包钢,内蒙古,书记
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage4148.htm,冯玉臻,内蒙古,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage16823.htm,赵江涛,内蒙古,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage16380.htm,高世宏,内蒙古,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage15557.htm,孟宪东,内蒙古,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage16387.htm,郝茂荣,内蒙古,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage18800.htm,斯琴毕力格,内蒙古,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage8734.htm,姜宏,内蒙古,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage16168.htm,张晓兵,内蒙古,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage16200.htm,费东斌,内蒙古,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage15572.htm,奇巴图,内蒙古,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage16854.htm,霍照良,内蒙古,市（区、州）长行署专员
district leader,http://ldzl.people.com.cn/dfzlk/front/personPage11166.htm,杨博,内蒙古,市（区、州）长行署专员
top four,http://ldzl.people.com.cn/dfzlk/front/personPage4934.htm,陈求发,辽宁,省委书记
top four,http://ldzl.people.com.cn/dfzlk/front/personPage4934.htm,陈求发,辽宁,省人大主任
top four,http://ldzl.people.com.cn/dfzlk/front/personPage15608.htm,唐一军,辽宁,省长
top four,http://ldzl.people.com.cn/dfzlk/front/personPage4983.htm,夏德仁,辽宁,省政协主席
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage4934.htm,陈求发,辽宁,书 　 记 ：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage15608.htm,唐一军,辽宁,副 书 记 ：
party leader,http://ldzl.people.com.cn/dfzlk/front/personPage4478.htm,易炼红,辽宁,副 书 记 ：
